Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;settore_storico_pe;superficie_somministrazione;tipo_eser_storico_pe
"VIA CORREGGIO N. 12 ; isolato:189; accesso: accesso esterno; (z.d. 7)";VIA ;CORREGGIO;12;6287;7;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda";49;bar caffè
"VLE BEZZI ERGISTO N. 1 ; isolato:208; accesso: accesso esterno; (z.d. 7)";VLE ;BEZZI ERGISTO;1;6272;7;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Giochi Legge 388/2000;Tavola fredda;BAR CAFFÈ;BAR CAFFÈ E SIMILI";20;bar caffè
"VLE BEZZI ERGISTO N. 5 ; isolato:208; accesso: accesso esterno; (z.d. 7)";VLE ;BEZZI ERGISTO;5;6272;7;somministrazione/minuto;somministrazione;al banco;"Bar gastronomici e simili;Gioco video;Bigliardino elettrico;Cibi cotti preconfezionati;Tavola fredda;BAR CAFFÈ";50;bar caffè
"VIA PREVIATI GAETANO N. 14 ; isolato:160; accesso: accesso esterno; (z.d. 7)";VIA ;PREVIATI GAETANO;14;6384;7;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ;Cibi cotti preconfezionati";53;bar caffè
"PZA AMENDOLA GIOVANNI N. 1 ; isolato:160; accesso: accesso esterno; (z.d. 7)";PZA ;AMENDOLA GIOVANNI;1;6363;7;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";65;bar caffè
"VIA BIANCHI MOSE' N. 11 ; isolato:172; accesso: accesso esterno; (z.d. 7)";VIA ;BIANCHI MOSE';11;6385;7;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Tavola fredda;Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili";46;bar caffè
"VIA BIANCHI MOSE' N. 2 ; isolato:173; accesso: accesso esterno; (z.d. 7)";VIA ;BIANCHI MOSE';2;6385;7;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia;Tavola fredda;BAR CAFFÈ";58;bar caffè
"VIA ALBANI FRANCESCO N. 52 ; isolato:164; accesso: accesso esterno; (z.d. 8)";VIA ;ALBANI FRANCESCO;52;6399;8;solo somministrazione;somministrazione;al tavolo;"Trattoria;Pizzeria;Genere Merceol.Autorizz.Sanit.;Pizzerie e simili;Ristorante, trattoria, osteria;BAR CAFFÈ";62;trattoria
"VIA ALBANI FRANCESCO N. 41 ; isolato:169; accesso: accesso esterno; (z.d. 8)";VIA ;ALBANI FRANCESCO;41;6399;8;solo somministrazione;somministrazione;al banco;"Elettr.Automatici Meccaniche;BAR CAFFÈ;Trattoria;Pizzeria";92;trattoria
"VIA MONTE BIANCO num.002/a /a; isolato:226; accesso: accesso esterno; (z.d. 8)";VIA ;MONTE BIANCO;;6392;8;;somministrazione;al tavolo;"BAR CAFFÈ;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante";118;bar caffè
"VLE BERENGARIO N. 7 ; isolato:226; accesso: accesso esterno; (z.d. 8)";VLE ;BERENGARIO;7;6364;8;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Trattoria;BAR CAFFÈ;Giochi Legge 388/2000;BAR CAFFÈ E SIMILI";114;trattoria
"VIA MONTE BIANCO num.002/a /a con ingr.in v.le berengario; isolato:226; accesso: accesso esterno; (z.d. 8)";VIA ;MONTE BIANCO;;6392;8;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia;Ristorante, trattoria, osteria";37;bar caffè
"VIA DESIDERIO DA SETTIGNANO N. 14 ; isolato:214; accesso: accesso esterno; (z.d. 8)";VIA ;DESIDERIO DA SETTIGNANO;14;6395;8;somministrazione/minuto;somministrazione;al banco;"Pizzerie e simili;Tav.calde,self service,fast f.;Bar gastronomici e simili;BAR CAFFÈ E SIMILI";85;bar caffè
"VIA MASACCIO N. 18 ; isolato:207; accesso: accesso esterno; (z.d. 8)";VIA ;MASACCIO;18;6420;8;solo somministrazione;somministrazione;misto;"Seconda bottiglia;BAR CAFFÈ;Trattoria;Pizzeria";186;trattoria
"VIA MONTE AMIATA N. 4 ; isolato:219; accesso: accesso esterno; (z.d. 8)";VIA ;MONTE AMIATA;4;6396;8;solo somministrazione;somministrazione;al tavolo;"Ristorante;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";171;ristorante
"VIA SEBASTIANO DEL PIOMBO N. 12 ; isolato:214; accesso: accesso esterno; (z.d. 8)";VIA ;SEBASTIANO DEL PIOMBO;12;6397;8;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;BAR CAFFÈ E SIMILI;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;Tavola fredda";23;bar caffè
"VIA SILVA GUGLIELMO N. 29 ; isolato:210; accesso: accesso esterno; (z.d. 8)";VIA ;SILVA GUGLIELMO;29;6400;8;solo somministrazione;somministrazione;al banco;"Prodotti di gastronomia;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;Tavola calda;Tav.calde,self service,fast f.";69;bar caffè
"VIA SILVA GUGLIELMO N. 33 ; isolato:210; accesso: accesso esterno; (z.d. 8)";VIA ;SILVA GUGLIELMO;33;6400;8;solo somministrazione;somministrazione;al banco;"Cibi cotti preconfezionati;Bar gastronomici e simili;BAR CAFFÈ";26;bar caffè
"VIA SILVA GUGLIELMO N. 49 ; isolato:215; accesso: accesso esterno; (z.d. 8)";VIA ;SILVA GUGLIELMO;49;6400;8;solo somministrazione;minuto;misto;"BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili";73;bar caffè
"VIA SILVA GUGLIELMO N. 45 ; isolato:212; accesso: accesso esterno; (z.d. 8)";VIA ;SILVA GUGLIELMO;45;6400;8;solo somministrazione;somministrazione;al banco;BAR CAFFÈ E SIMILI;65;bar caffè
"VIA SILVA GUGLIELMO N. 43 ; isolato:212; accesso: accesso esterno; (z.d. 8)";VIA ;SILVA GUGLIELMO;43;6400;8;solo somministrazione;somministrazione;al banco;"Trattoria;Pizzerie e simili;Pizzeria;Ristorante, trattoria, osteria";170;trattoria
"VIA VENIERO SEBASTIANO N. 16 ; isolato:164; accesso: accesso esterno; (z.d. 8)";VIA ;VENIERO SEBASTIANO;16;6423;8;somministrazione/minuto;somministrazione;al banco;"BAR CAFFÈ;Tavola fredda;Giochi Legge 388/2000;Elettr.Automatici Meccaniche;BAR CAFFÈ E SIMILI";24;bar caffè
"VIA VENIERO SEBASTIANO N. 48 ; isolato:166; accesso: accesso esterno; (z.d. 8)";VIA ;VENIERO SEBASTIANO;48;6423;8;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia;Licenza giochi leciti/elettr..;BAR CAFFÈ";48;bar caffè
"VIA BUONARROTI MICHELANGELO N. 8 ; isolato:215; accesso: accesso esterno; (z.d. 7)";VIA ;BUONARROTI MICHELANGELO;8;6253;7;solo somministrazione;somministrazione;al tavolo;"Pizzeria;Trattoria;Pizzerie e simili;BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";120;trattoria
"VIA BUONARROTI MICHELANGELO N. 16 ; isolato:195; accesso: accesso esterno; (z.d. 7)";VIA ;BUONARROTI MICHELANGELO;16;6253;7;;somministrazione;al tavolo;"Ristorante;Pizzeria;Pizzerie e simili;Genere Merceol.Autorizz.Sanit.";56;ristorante
"VIA RASORI GIOVANNI N. 9 ; isolato:216; accesso: accesso esterno; (z.d. 7)";VIA ;RASORI GIOVANNI;9;6190;7;solo somministrazione;somministrazione;misto;"Pizzeria;BAR CAFFÈ;Trattoria";83;trattoria
"VIA CHERUBINI FRANCESCO N. 8 ; isolato:216; accesso: accesso esterno; (z.d. 7)";VIA ;CHERUBINI FRANCESCO;8;6192;7;solo somministrazione;somministrazione;al tavolo;"Trattoria;Bar gastronomici e simili;Pizzeria;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria";120;bar caffè
"VIA CHERUBINI FRANCESCO N. 2 ; isolato:216; accesso: accesso esterno; (z.d. 7)";VIA ;CHERUBINI FRANCESCO;2;6192;7;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI";25;bar caffè
"VIA CAPPONI PIER LUIGI N. 4 ; isolato:199; accesso: accesso esterno; (z.d. 7)";VIA ;CAPPONI PIER LUIGI;4;6249;7;solo somministrazione;somministrazione;al banco;"Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Tavola fredda;BAR CAFFÈ";36;bar caffè
"VIA BELFIORE N. 7 ; isolato:215; accesso: accesso esterno; (z.d. 7)";VIA ;BELFIORE;7;6246;7;solo somministrazione;somministrazione;misto;"Tavola calda;BAR CAFFÈ;Pizzeria";100;pizzeria
"VIA BELFIORE N. 7 ; isolato:215; accesso: accesso esterno; (z.d. 7)";VIA ;BELFIORE;7;6246;7;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili";54;bar caffè
"VIA TIZIANO VECELLIO N. 21 ; isolato:165; accesso: accesso esterno; (z.d. 8)";VIA ;TIZIANO VECELLIO;21;6380;8;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";64;bar caffè
"CSO VERCELLI N. 34 ; isolato:216; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;34;6193;7;solo somministrazione;somministrazione;misto;"Cibi cotti preconfezionati;BAR CAFFÈ;Bar gastronomici e simili";28;bar caffè
"VIE DELLA ROBBIA LUCA N. 10 ; isolato:168; accesso: accesso esterno; (z.d. 8)";VIE ;DELLA ROBBIA LUCA;10;6349;8;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Ristorante;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI";57;trattoria
"VIA NIEVO IPPOLITO N. 1 ; isolato:168; accesso: accesso esterno; (z.d. 8)";VIA ;NIEVO IPPOLITO;1;6354;8;solo somministrazione;somministrazione;misto;"Cibi cotti preconfezionati;Disco-piano-americ.bar serali;BAR CAFFÈ";78;bar caffè
"PZA WAGNER RICCARDO N. 6 ; isolato:195; accesso: accesso esterno; (z.d. 7)";PZA ;WAGNER RICCARDO;6;6247;7;;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ;Cibi cotti preconfezionati;Tavola fredda";89;bar caffè
"VIA GUIDO D'AREZZO N. 1 ; isolato:201; accesso: accesso esterno; (z.d. 7)";VIA ;GUIDO D'AREZZO;1;6189;7;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;Cibi cotti preconfezionati;BAR CAFFÈ";114;bar caffè
"VIA DOMOKOS N. 4 ; isolato:103; accesso: accesso esterno; (z.d. 7)";VIA ;DOMOKOS;4;6630;7;solo somministrazione;somministrazione;misto;"Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;BAR CAFFÈ";37;bar caffè
"VIA DELLE FORZE ARMATE N. 333 ; isolato:157; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;333;6643;7;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";66;bar caffè
"VIA DELLE FORZE ARMATE N. 326 ; isolato:140; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;326;6643;7;;somministrazione;misto;"BAR CAFFÈ E SIMILI;Giochi Legge 388/2000;Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda";60;bar caffè
"VIA PALMI N. 4 ; isolato:154; accesso: accesso esterno; (z.d. 7)";VIA ;PALMI;4;6699;7;somministrazione/minuto;somministrazione;al banco;"Bar gastronomici e simili;Cibi cotti preconfezionati;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";47;tavola fredda
"VIA F.LLI MORELLI N. 11 ; isolato:025; accesso: accesso esterno; (z.d. 7)";VIA ;F.LLI MORELLI;11;6734;7;somministrazione/minuto;somministrazione;misto;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Trattoria;Pizzeria";122;pizzeria
"VIA F.LLI ZANZOTTERA N. 12 ; isolato:023; accesso: accesso esterno; (z.d. 7)";VIA ;F.LLI ZANZOTTERA;12;6733;7;somministrazione/minuto;minuto;al banco;"Tavola fredda;BAR CAFFÈ E SIMILI;Giochi Legge 388/2000;BAR CAFFÈ";41;bar caffè
"VIA F.LLI ZANZOTTERA N. 3 ; isolato:025; accesso: accesso interno; (z.d. 7)";VIA ;F.LLI ZANZOTTERA;3;6733;7;solo somministrazione;somministrazione;misto;"Trattoria;Giochi Legge 388/2000;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";200;bar caffè
"VIA PALATINO N. 1 ; isolato:194; accesso: accesso esterno; (z.d. 7)";VIA ;PALATINO;1;6523;7;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Cibi cotti preconfezionati";52;bar caffè
"PLE LOTTO LORENZO N. 5 ; isolato:202; accesso: accesso esterno; (z.d. 7)";PLE ;LOTTO LORENZO;5;6539;7;solo somministrazione;somministrazione;al banco;"Tav.calde,self service,fast f.;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Ristorante";89;ristorante
"VIA DEI PICCOLOMINI num.003 (fronte ingresso trotter); isolato:177; pto strada:cs; accesso: accesso esterno; (z.d. 7)";VIA ;DEI PICCOLOMINI;;6513;7;somministrazione/minuto;somministrazione;al banco;"BAR CAFFÈ E SIMILI;Tavola fredda;Tavola calda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";104;bar caffè
"CSO VITTORIO EMANUELE II N. 15 ;pza san carlo 000; isolato:316; accesso: accesso esterno; (z.d. 1)";CSO ;VITTORIO EMANUELE II;15;214;1;solo somministrazione;somministrazione;;"BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili;Seconda bottiglia;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";98;bar caffè
"GLL DE CRISTOFORIS N. 1 ;gll de cristoforis 001; isolato:361; accesso: accesso esterno; (z.d. 1)";GLL ;DE CRISTOFORIS;1;100;1;;somministrazione;misto;"Cibi cotti preconfezionati;BAR CAFFÈ E SIMILI;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";53;bar caffè
"VIA SAN PIETRO ALL'ORTO N. 7 ;via san pietro all'orto 007; isolato:361; accesso: accesso esterno; (z.d. 1)";VIA ;SAN PIETRO ALL'ORTO;7;213;1;solo somministrazione;somministrazione;misto;"Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Tavola fredda;BAR CAFFÈ E SIMILI;BAR CAFFÈ";93;bar caffè
"VIA AGNELLO num.006/1 /1; isolato:385; accesso: accesso esterno; (z.d. 1)";;;;;;solo somministrazione;somministrazione;al banco;"Wine,birr.,pub enot.,caff.,the;Prodotti di gastronomia;Bar gastronomici e simili;Tavola fredda;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI";146;bar caffè
"VIA AGNELLO N. 18 ;via hoepli ulrico 003; isolato:384; accesso: accesso esterno; (z.d. 1)";VIA ;AGNELLO;18;209;1;solo somministrazione;somministrazione;misto;"Tavola fredda;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Bar gastronomici e simili;Seconda bottiglia;Cibi cotti preconfezionati";57;bar caffè
"VIA HOEPLI ULRICO N. 3 ;via agnello 018; isolato:384; accesso: accesso esterno; (z.d. 1)";VIA ;HOEPLI ULRICO;3;190;1;;somministrazione;al banco;"BAR CAFFÈ;Tavola fredda;Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ E SIMILI";124;bar caffè
"PZA DEL LIBERTY N. 8 ;pza del liberty 008; isolato:361; accesso: accesso esterno; (z.d. 1)";PZA ;DEL LIBERTY;8;98;1;solo somministrazione;somministrazione;al tavolo;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Ristorante, trattoria, osteria;Bar gastronomici e simili;Pizzerie e simili;Wine,birr.,pub enot.,caff.,the;Genere Merceol.Autorizz.Sanit.;Ristorante;Pizzeria";425;ristorante
"VIA ANDEGARI N. 15 ;via manzoni alessandro 017; isolato:313; accesso: accesso esterno; (z.d. 1)";VIA ;ANDEGARI;15;120;1;solo somministrazione;somministrazione;misto;"Trattoria;BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Ristorante, trattoria, osteria";87;trattoria
"VIA VERDI GIUSEPPE N. 6 ;via verdi giuseppe 006; isolato:365; accesso: accesso esterno; (z.d. 1)";VIA ;VERDI GIUSEPPE;6;118;1;solo somministrazione;somministrazione;misto;"Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI";84;bar caffè
"VIA ALBERTINELLI MARIOTTO N. 2 ; isolato:248; accesso: accesso esterno; (z.d. 7)";VIA ;ALBERTINELLI MARIOTTO;2;6561;7;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Licenza giochi leciti/elettr..";103;bar caffè
"VIA RICCIARELLI DANIELE N. 12 ; isolato:253; accesso: accesso esterno; (z.d. 7)";VIA ;RICCIARELLI DANIELE;12;6553;7;solo somministrazione;somministrazione;al banco;"Tavola fredda;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria";40;bar caffè
"CSO VENEZIA N. 31 ;cso venezia 031; isolato:186; accesso: accesso esterno; (z.d. 1)";CSO ;VENEZIA;31;238;1;solo somministrazione;somministrazione;al banco;Ristorante;155;ristorante
"CSO VENEZIA N. 41 ;cso venezia 041; isolato:095; accesso: accesso esterno; (z.d. 1)";CSO ;VENEZIA;41;238;1;solo somministrazione;somministrazione;al banco;"BAR CAFFÈ;Bar gastronomici e simili;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";38;bar caffè
"VIA TURATI FILIPPO num.006/8 ; isolato:016; accesso: accesso esterno; (z.d. 1)";VIA ;TURATI FILIPPO;;1053;1;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Tavola calda;Ristorante, trattoria, osteria;BAR CAFFÈ;Cibi cotti preconfezionati";157;bar caffè
"VIA MONTEBELLO N. 14 ; isolato:249; accesso: accesso esterno; (z.d. 1)";VIA ;MONTEBELLO;14;1037;1;somministrazione/minuto;somministrazione;misto;"BAR CAFFÈ;Trattoria;Giochi Legge 388/2000";40;bar caffè
"PZA MIRABELLO CARLO N. 5 ; isolato:178; accesso: accesso esterno; (z.d. 1)";PZA ;MIRABELLO CARLO;5;1038;1;somministrazione/minuto;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Trattoria;BAR CAFFÈ";55;bar caffè
"VIA DELLA MOSCOVA N. 29 ; isolato:177; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA MOSCOVA;29;1016;1;solo somministrazione;somministrazione;misto;"Prodotti di gastronomia;BAR CAFFÈ;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Tavola fredda";43;bar caffè
"VIA DELLA MOSCOVA N. 29 ; isolato:177; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA MOSCOVA;29;1016;1;;somministrazione;misto;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Prodotti di gastronomia;Bar gastronomici e simili;Bar pasticc.gelat.crem.creper.";52;bar caffè
"VIA SAN MARCO N. 20 ; isolato:177; accesso: accesso esterno; (z.d. 1)";VIA ;SAN MARCO;20;1036;1;solo somministrazione;somministrazione;misto;"Ristorante;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria";117;bar caffè
"VIA SAN MARCO N. 24 ; isolato:177; accesso: accesso esterno; (z.d. 1)";VIA ;SAN MARCO;24;1036;1;somministrazione/minuto;somministrazione;al banco;"Ristorante, trattoria, osteria;Cibi cotti;BAR CAFFÈ E SIMILI;BAR CAFFÈ";37;bar caffè
"VIA FATEBENEFRATELLI N. 15 ;via fatebenefratelli 015; isolato:093; accesso: accesso esterno; (z.d. 1)";VIA ;FATEBENEFRATELLI;15;144;1;somministrazione/minuto;somministrazione;al banco;"BAR CAFFÈ;Tavola fredda;Cibi cotti preconfezionati;Bar gastronomici e simili";112;bar caffè
"VIA GRAZIANO IMPERATORE N. 41 ; isolato:102; accesso: accesso esterno; (z.d. 9)";VIA ;GRAZIANO IMPERATORE;41;1524;9;somministrazione/minuto;somministrazione;al banco;"Giochi Legge 388/2000;Elettr.Automatici Meccaniche;Tavola fredda;BAR CAFFÈ";82;bar caffè
"VIA GRAZIANO IMPERATORE N. 35 ; isolato:103; accesso: accesso esterno; (z.d. 9)";VIA ;GRAZIANO IMPERATORE;35;1524;9;solo somministrazione;somministrazione;misto;"BAR CAFFÈ;BAR CAFFÈ E SIMILI;Ristorante;Ristorante, trattoria, osteria;Elettr.Automatici Meccaniche";132;ristorante
"VIA TERRUGGIA GIOVANNI N. 1 ; isolato:068; accesso: accesso esterno; (z.d. 9)";VIA ;TERRUGGIA GIOVANNI;1;1533;9;solo somministrazione;somministrazione;al banco;"Tavola fredda;BAR CAFFÈ;Giochi Legge 388/2000;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";63;bar caffè
"VIA PAULUCCI DI CALBOLI FULCIERI N. 30 ; isolato:070; accesso: accesso esterno; (z.d. 9)";VIA ;PAULUCCI DI CALBOLI FULCIERI;30;1590;9;;somministrazione;al banco;"Ristorante, trattoria, osteria;Disco-piano-americ.bar serali;Genere Merceol.Autorizz.Sanit.;Trattoria";98;trattoria
"VIA COMUNE ANTICO N. 1 ; isolato:064; accesso: accesso esterno; (z.d. 2)";VIA ;COMUNE ANTICO;1;1420;2;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Trattoria;Pizzeria";120;trattoria
"VIA DE MARCHI EMILIO N. 44 ; isolato:066; accesso: accesso esterno; (z.d. 2)";VIA ;DE MARCHI EMILIO;44;1418;2;solo somministrazione;somministrazione;al tavolo;"Ristorante;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Pizzeria;Pizzerie e simili";173;pizzeria
"PZA GRECO N. 10 ; isolato:069; accesso: accesso esterno; (z.d. 2)";PZA ;GRECO;10;1417;2;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Trattoria";120;trattoria
"VLE DELLE RIMEMBRANZE DI GRECO N. 40 ; isolato:073; accesso: accesso esterno; (z.d. 2)";VLE ;DELLE RIMEMBRANZE DI GRECO;40;1412;2;solo somministrazione;somministrazione;misto;"Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Tavola fredda;Prodotti di gastronomia;BAR CAFFÈ";82;bar caffè
"VIA DE SANCTIS FRANCESCO N. 47 ; isolato:023; accesso: accesso esterno; (z.d. 5)";VIA ;DE SANCTIS FRANCESCO;47;5322;5;;somministrazione;misto;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.";61;bar caffè
"VLE GIOVANNI DA CERMENATE N. 68 ; isolato:024; accesso: accesso esterno; (z.d. 5)";VLE ;GIOVANNI DA CERMENATE;68;5261;5;;somministrazione;al banco;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Bar gastronomici e simili;Tavola fredda";78;bar caffè
"VIA MEDEGHINO N. 15 ; isolato:046; accesso: accesso esterno; (z.d. 5)";VIA ;MEDEGHINO;15;5335;5;solo somministrazione;somministrazione;al banco;"Bar gastronomici e simili;Elettr.Automatici Meccaniche;BAR CAFFÈ E SIMILI;Tavola fredda;BAR CAFFÈ";46;bar caffè
"VIA MEDEGHINO N. 4 ; isolato:044; accesso: accesso esterno; (z.d. 5)";VIA ;MEDEGHINO;4;5335;5;;somministrazione;misto;"Bar gastronomici e simili;Tavola fredda;Cibi cotti;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";44;bar caffè
"VIA VOLVINIO N. 39 ; isolato:039; accesso: accesso esterno; (z.d. 5)";VIA ;VOLVINIO;39;5333;5;;somministrazione;al tavolo;"Pizzeria;BAR CAFFÈ;Trattoria;Genere Merceol.Autorizz.Sanit.";81;pizzeria
"VIA VOLVINIO N. 7 ; isolato:024; accesso: accesso esterno; (z.d. 5)";VIA ;VOLVINIO;7;5333;5;solo somministrazione;somministrazione;al tavolo;"Trattoria;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";77;ristorante
"VIA VOLVINIO N. 25 ; isolato:031; accesso: accesso esterno; (z.d. 5)";VIA ;VOLVINIO;25;5333;5;;somministrazione;al banco;"Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;BAR CAFFÈ";41;bar caffè
"VIA PALMIERI NICOLA N. 43 ; isolato:030; accesso: accesso esterno; (z.d. 5)";VIA ;PALMIERI NICOLA;43;5323;5;solo somministrazione;somministrazione;al tavolo;"Ristorante;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";48;bar caffè
