Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
"PLE LAGOSTA N. 7 interno merc. comun. coperto; accesso: accesso interno; (z.d. 9)";PLE ;LAGOSTA;7;1155;9;macelleria;alimentare;2;17;15
"PZA WAGNER RICCARDO interno merc. comun. coperto num.000; isolato:195; accesso: accesso interno; (z.d. 7)";PZA ;WAGNER RICCARDO;;6247;7;;alimentare;;15;15
"VIA STOPPANI ANTONIO N. 33 ; isolato:092; accesso: accesso esterno; (z.d. 3)";VIA ;STOPPANI ANTONIO;33;2163;3;tabaccheria ricevitoria;tabella speciale monopolio;;15;15
"CSO DI PORTA VITTORIA N. 51 ; isolato:032; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA VITTORIA;51;3016;1;nuova ottica;non alimentare;;15;15
"VIA FALCONE N. 7 ;via falcone 007; isolato:445; accesso: accesso interno; (z.d. 1)";VIA ;FALCONE;7;520;1;;non alimentare;6;21;15
"VIA WASHINGTON GIORGIO N. 15 ; isolato:229; accesso: accesso esterno; (z.d. 7)";VIA ;WASHINGTON GIORGIO;15;6111;7;;non alimentare;9;24;15
"PZA VENTIQUATTRO MAGGIO N. 1 interno merc. comun. coperto; isolato:052; accesso: accesso interno; (z.d. 5)";PZA ;VENTIQUATTRO MAGGIO;1;5200;5;;"alimentare;non alimentare";1;16;15
"VIA CADOLINI GIOVANNI N. 1 ; isolato:149; accesso: accesso esterno; (z.d. 4)";VIA ;CADOLINI GIOVANNI;1;4098;4;panetteria;alimentare;5;20;15
"PZA BERTARELLI LUIGI VITTORIO N. 4 ;pza bertarelli luigi vittorio 004; isolato:331; accesso: accesso interno; (z.d. 1)";PZA ;BERTARELLI LUIGI VITTORIO;4;584;1;;non alimentare;50;65;15
"RIP DI PTA TICINESE N. 109 ; isolato:060; accesso: accesso interno; (z.d. 6)";RIP ;DI PTA TICINESE;109;5150;6;nissan;non alimentare;1485;1500;15
"VIA BAVENO N. 2 ; isolato:190; accesso: accesso esterno; (z.d. 9)";VIA ;BAVENO;2;1516;9;;non alimentare;11;26;15
"PLE SIENA N. 4 ; isolato:191; accesso: accesso esterno; (z.d. 7)";PLE ;SIENA;4;6616;7;;non alimentare;;15;15
"VIA PRINA GIUSEPPE N. 1 ; isolato:104; accesso: accesso esterno; (z.d. 8)";VIA ;PRINA GIUSEPPE;1;7135;8;;non alimentare;22;37;15
"PZA WAGNER RICCARDO interno merc. comun. coperto num.004/mcc; isolato:195; accesso: accesso interno; (z.d. 7)";PZA ;WAGNER RICCARDO;;6247;7;;alimentare;;15;15
"VIA SPERONARI N. 6 ;via speronari 006; isolato:447; accesso: accesso esterno; (z.d. 1)";VIA ;SPERONARI;6;517;1;;non alimentare;6;21;15
"VIA GUASCONA N. 60 ; isolato:236; accesso: accesso esterno; (z.d. 7)";VIA ;GUASCONA;60;6726;7;articoli per la pesca;non alimentare;;70;15
"VIA MOLINO DELLE ARMI N. 31 ;via molino delle armi 031; isolato:212; accesso: accesso esterno; (z.d. 1)";VIA ;MOLINO DELLE ARMI;31;591;1;lorenz;non alimentare;7;22;15
"VIA CREMA N. 4 ; isolato:112; accesso: accesso esterno; (z.d. 5)";VIA ;CREMA;4;4061;5;;non alimentare;2;17;15
"VIA MONTE BIANCO N. 46 ; isolato:212; accesso: accesso esterno; (z.d. 8)";VIA ;MONTE BIANCO;46;6392;8;;non alimentare;;15;15
"VIA ROMANO GIULIO N. 1 ; isolato:122; accesso: accesso esterno; (z.d. 5)";VIA ;ROMANO GIULIO;1;4057;5;stampe e oleografie;non alimentare;26;41;15
"PZA BECCARIA CESARE N. 10 ;pza beccaria cesare 010; isolato:387; accesso: accesso esterno; (z.d. 1)";PZA ;BECCARIA CESARE;10;306;1;;non alimentare;1;16;15
"PZA TERESIO OLIVELLI N. 1 ; accesso: accesso esterno; (z.d. 7)";PZA ;TERESIO OLIVELLI;1;6905;7;bar tabacchi;"alimentare;tabella speciale monopolio";45;60;15
"VIA SOLFERINO N. 11 ; isolato:172; accesso: accesso esterno; (z.d. 1)";VIA ;SOLFERINO;11;1028;1;;non alimentare;1;16;15
"PLE CADORNA LUIGI N. 4 ;ple cadorna luigi 004; isolato:238; accesso: accesso esterno; (z.d. 1)";PLE ;CADORNA LUIGI;4;601;1;foto finish;non alimentare;107;122;15
"VLE UMBRIA N. 60 interno merc. comun. coperto; isolato:101; accesso: accesso interno; (z.d. 4)";VLE ;UMBRIA;60;3145;4;;alimentare;;15;15
"VIA PEZZOTTI GIOVANNI N. 46 ; isolato:012; accesso: accesso esterno; (z.d. 5)";VIA ;PEZZOTTI GIOVANNI;46;5244;5;;non alimentare;5;20;15
"VIA SFORZA FRANCESCO N. 47 ;via sforza francesco 047; isolato:115; accesso: accesso esterno; (z.d. 1)";VIA ;SFORZA FRANCESCO;47;330;1;gea;non alimentare;;15;15
VIA LUPETTA N. 2 (z.d. 1);VIA ;LUPETTA;2;523;1;;non alimentare;;15;15
"VIA MARGHERA N. 14 ; isolato:194; accesso: accesso esterno; (z.d. 7)";VIA ;MARGHERA;14;6280;7;marghera gioielli;non alimentare;;15;15
"VIA VENINI GIULIO E CORRADO num.014; ()";;;;;;;non alimentare;;15;15
"VLE AFFORI N. 11 ; isolato:147; accesso: accesso esterno; (z.d. 9)";VLE ;AFFORI;11;1545;9;pompe funebri afforese;non alimentare;;15;15
"VIA NOVARA N. 123 ; isolato:038; accesso: accesso esterno; (z.d. 7)";VIA ;NOVARA;123;6624;7;l artigiano oro argento;non alimentare;;15;15
"VIA TONALE N. 18 ; isolato:201; accesso: accesso esterno; (z.d. 2)";VIA ;TONALE;18;1213;2;;non alimentare;;15;15
"VIA STOPPANI ANTONIO N. 10 ; isolato:112; accesso: accesso esterno; (z.d. 3)";VIA ;STOPPANI ANTONIO;10;2163;3;;non alimentare;;15;15
"VIA BELLOTTI FELICE N. 5 ; isolato:154; accesso: accesso esterno; (z.d. 3)";VIA ;BELLOTTI FELICE;5;3070;3;;non alimentare;;15;15
"VIA RICOTTI ERCOLE N. 22 ; isolato:030; accesso: accesso esterno; (z.d. 9)";VIA ;RICOTTI ERCOLE;22;1248;9;;non alimentare;;15;15
"VIA DELLA SPIGA N. 50 ;via della spiga 050; isolato:184; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA SPIGA;50;226;1;;non alimentare;;15;15
"VIA LORENTEGGIO N. 49 ; isolato:147; accesso: accesso interno; (z.d. 6)";VIA ;LORENTEGGIO;49;5132;6;;non alimentare;;15;15
"PZA WAGNER RICCARDO N. 4 int. mercato comunale coperto; isolato:195; accesso: accesso interno; (z.d. 7)";PZA ;WAGNER RICCARDO;4;6247;7;salumeria meri;alimentare;4;19;15
"VIA SILVA GUGLIELMO N. 29 ; isolato:210; accesso: accesso esterno; (z.d. 8)";VIA ;SILVA GUGLIELMO;29;6400;8;;non alimentare;;15;15
"mm2 famago codvia 9219 num.000 ; isolato:999; accesso: accesso interno; (z.d. 6)";;;;;;autogrill;"alimentare;non alimentare";;217;15
"GLL DE CRISTOFORIS N. 1 ;gll de cristoforis 001; isolato:361; accesso: accesso esterno; (z.d. 1)";GLL ;DE CRISTOFORIS;1;100;1;mariuccia;non alimentare;;15;15
"PZA VENTICINQUE APRILE N. 1 edicola fronte civico n. 5; isolato:004; accesso: accesso esterno; (z.d. 1)";PZA ;VENTICINQUE APRILE;1;1064;1;;non alimentare;;15;15
"VIA SCROSATI LUIGI N. 3 ; isolato:123; accesso: accesso esterno; (z.d. 6)";VIA ;SCROSATI LUIGI;3;6488;6;;non alimentare;;15;15
"VIA ASTESANI ALESSANDRO N. 54 ; isolato:051; accesso: accesso esterno; (z.d. 9)";VIA ;ASTESANI ALESSANDRO;54;1558;9;;non alimentare;;15;15
"PZA ASPROMONTE N. 15 spaccio interno; isolato:041; accesso: accesso esterno; (z.d. 3)";PZA ;ASPROMONTE;15;2246;3;;"alimentare;non alimentare";;15;15
"VLE MONZA N. 120 ; isolato:179; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;120;2274;2;;non alimentare;;15;15
"VIA MURATORI LODOVICO N. 11 ; isolato:164; accesso: accesso interno; (z.d. 4)";VIA ;MURATORI LODOVICO;11;4076;4;oggetti preziosi;non alimentare;;15;15
"VIA DOGANA N. 3 ;via dogana 003; isolato:449; accesso: accesso esterno; (z.d. 1)";VIA ;DOGANA;3;341;1;jean claude biguine;non alimentare;;136;15
PLE LAGOSTA N. 7 (z.d. 9);PLE ;LAGOSTA;7;1155;9;;alimentare;;15;15
"VLE MONZA N. 120 ; isolato:179; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;120;2274;2;assistenza tecnica;non alimentare;;15;15
"VIA SPONTINI GASPARE N. 12 ; isolato:036; accesso: accesso esterno; (z.d. 3)";VIA ;SPONTINI GASPARE;12;2141;3;;non alimentare;;15;15
"LGO QUINTO ALPINI num.000; isolato:073; accesso: accesso esterno; (z.d. 1)";LGO ;QUINTO ALPINI;;6346;1;;non alimentare;;15;15
"VIA GONZAGA MAURIZIO N. 4 ;via gonzaga maurizio 004; isolato:448; accesso: accesso esterno; (z.d. 1)";VIA ;GONZAGA MAURIZIO;4;344;1;bar tabacchi;tabella speciale monopolio;;36;15
"VIA CRESPI PIETRO N. 14 ; isolato:325; accesso: accesso esterno; (z.d. 2)";VIA ;CRESPI PIETRO;14;2296;2;;alimentare;;104;15
"CSO LODI N. 15 ; isolato:172; accesso: accesso esterno; (z.d. 4)";CSO ;LODI;15;4068;4;cose preziose;non alimentare;;15;15
"CSO ITALIA N. 46 ;cso italia 046; isolato:210; (z.d. 1)";CSO ;ITALIA;46;526;1;;non alimentare;;15;15
"VIA DELLE ASOLE N. 2 interno 3ø piano;via delle asole 002; isolato:440; accesso: accesso interno; (z.d. 1)";VIA ;DELLE ASOLE;2;578;1;;non alimentare;;15;15
"angolo via cechov codvia 7550 num.000 ; isolato:016; (z.d. 8)";;;;;;;non alimentare;;15;15
"VIA CARDUCCI GIOSUE' N. 8 ;via carducci giosue' 008; isolato:289; accesso: accesso esterno; (z.d. 1)";VIA ;CARDUCCI GIOSUE';8;602;1;lazzaroni;alimentare;;15;15
"PZA GRAMSCI ANTONIO N. 10 ; isolato:062; accesso: accesso esterno; (z.d. 8)";PZA ;GRAMSCI ANTONIO;10;7205;8;pasticceria gelateria le;alimentare;;42;15
"VIA MODENA GUSTAVO N. 21 ; isolato:161; (z.d. 3)";VIA ;MODENA GUSTAVO;21;3122;3;;non alimentare;;15;15
"VIA SAPONARO MICHELE N. 52 ; isolato:098; (z.d. 5)";VIA ;SAPONARO MICHELE;52;5432;5;;non alimentare;;15;15
"VIA DEZZA GIUSEPPE N. 24 ; isolato:280; accesso: accesso esterno; (z.d. 7)";VIA ;DEZZA GIUSEPPE;24;6108;7;;non alimentare;;15;15
"VIA SANTA RITA DA CASCIA num.003/b; isolato:017; accesso: accesso esterno; (z.d. 6)";VIA ;SANTA RITA DA CASCIA;;5301;6;;tabella speciale monopolio;;70;15
"VIA DEI FIORDALISI N. 4 ; isolato:121; accesso: accesso esterno; (z.d. 6)";VIA ;DEI FIORDALISI;4;6710;6;;alimentare;;15;15
"VIA BRISA N. 15 ;via brisa 015; isolato:343; accesso: accesso esterno; (z.d. 1)";VIA ;BRISA;15;637;1;dipinta a mano;non alimentare;;15;15
"VIA SETTEMBRINI LUIGI N. 34 ; isolato:238; accesso: accesso esterno; (z.d. 3)";VIA ;SETTEMBRINI LUIGI;34;2127;3;;non alimentare;;15;15
"PZA MONTE TITANO N. 4 ; isolato:093; accesso: accesso esterno; (z.d. 3)";PZA ;MONTE TITANO;4;2654;3;;non alimentare;;15;15
"PLE FERRARA edicola num.000; (z.d. 4)";PLE ;FERRARA;;4158;4;;non alimentare;;15;15
"VIA MARCO D'AGRATE num.030; (z.d. 5)";VIA ;MARCO D'AGRATE;;4276;5;;tabella speciale carburanti;;15;15
"VIA RICCIARELLI DANIELE N. 25 ; isolato:288; accesso: accesso esterno; (z.d. 7)";VIA ;RICCIARELLI DANIELE;25;6553;7;tabaccheria;tabella speciale monopolio;;30;15
"VIA SAVONA N. 134 ; isolato:160; accesso: accesso interno; (z.d. 6)";VIA ;SAVONA;134;5122;6;;non alimentare;;15;15
"CSO LODI N. 107 ; isolato:026; accesso: accesso esterno; (z.d. 4)";CSO ;LODI;107;4068;4;;alimentare;;15;15
"VIA SONCINO N. 1 ;via soncino 001; isolato:350; accesso: accesso esterno; (z.d. 1)";VIA ;SONCINO;1;537;1;;non alimentare;;15;15
"VIA PIO II N. 3 spaccio interno; isolato:099; accesso: accesso interno; (z.d. 7)";VIA ;PIO II;3;6832;7;;"alimentare;non alimentare;tabella speciale monopolio";227;277;15
"VLE SARCA N. 223 spaccio interno; isolato:045; accesso: accesso interno; (z.d. 9)";VLE ;SARCA;223;1427;9;;non alimentare;;15;15
"VIA TOLMEZZO N. 2 ; isolato:054; accesso: accesso esterno; (z.d. 3)";VIA ;TOLMEZZO;2;2392;3;ricambi elettrici;non alimentare;;30;15
"VIA MONTEVERDI CLAUDIO N. 15 ; isolato:018; accesso: accesso esterno; (z.d. 3)";VIA ;MONTEVERDI CLAUDIO;15;2237;3;mc donald s;non alimentare;180;195;15
"CSO BUENOS AIRES N. 63 locale interno rist.mc donald; isolato:017; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;63;2129;3;mc donald s;non alimentare;184;199;15
"PZA SANTA MARIA BELTRADE N. 2 ;pza santa maria beltrade 002; isolato:440; accesso: accesso esterno; (z.d. 1)";PZA ;SANTA MARIA BELTRADE;2;514;1;nez fashion srl.;non alimentare;;15;15
"VIA SANTA TECLA N. 5 ;via san clemente 002; accesso: accesso esterno; (z.d. 1)";VIA ;SANTA TECLA;5;321;1;m.luca gioielli;non alimentare;;15;15
"VIA TEODOSIO N. 104 ; isolato:004; accesso: accesso esterno; (z.d. 3)";VIA ;TEODOSIO;104;2550;3;;"alimentare;non alimentare";;15;15
"VLE MONTE CENERI N. 34 ; isolato:319; accesso: accesso esterno; (z.d. 8)";VLE ;MONTE CENERI;34;7176;8;tabacchi;tabella speciale monopolio;;15;15
"VIA CABELLA BARTOLOMEO N. 51 ; isolato:151; accesso: accesso esterno; (z.d. 7)";VIA ;CABELLA BARTOLOMEO;51;6778;7;;tabella speciale monopolio;;79;15
"VIA OSCULATI GAETANO N. 5 ; isolato:146; accesso: accesso esterno; (z.d. 9)";VIA ;OSCULATI GAETANO;5;1547;9;;non alimentare;;15;15
"ALZ NAVIGLIO GRANDE N. 150 spaccio interno; isolato:002; accesso: accesso interno; (z.d. 6)";ALZ ;NAVIGLIO GRANDE;150;5144;6;articoli sportivi spaccio;non alimentare;;15;15
"VIA DELLA SPIGA N. 3 s.a.c. 31/01/2007;via della spiga 003; isolato:261; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA SPIGA;3;226;1;agnona spa.;non alimentare;;15;15
"VLE PIAVE N. 29 ; isolato:152; accesso: accesso esterno; (z.d. 1)";VLE ;PIAVE;29;2179;1;francesca gentile srl.;non alimentare;;15;15
"CSO COLOMBO CRISTOFORO N. 11 ; isolato:052; accesso: accesso esterno; (z.d. 6)";CSO ;COLOMBO CRISTOFORO;11;5114;6;;non alimentare;;115;15
"VIA IMPERIA N. 11 ; isolato:052; accesso: accesso esterno; (z.d. 5)";VIA ;IMPERIA;11;5266;5;il padellino;alimentare;;15;15
"VIA CIVITALI MATTEO N. 21 ; isolato:280; accesso: accesso esterno; (z.d. 7)";VIA ;CIVITALI MATTEO;21;6569;7;bar i gemelli;tabella speciale monopolio;;15;15
"VIA RIVOLI N. 2 ; isolato:243; accesso: accesso esterno; (z.d. 1)";VIA ;RIVOLI;2;7080;1;;non alimentare;;15;15
"CSO VENTIDUE MARZO N. 28 ; isolato:049; accesso: accesso esterno; (z.d. 4)";CSO ;VENTIDUE MARZO;28;3074;4;bar tabacchi;tabella speciale monopolio;48;63;15
"VIA RUCELLAI BERNARDO N. 41 ; isolato:094; accesso: accesso esterno; (z.d. 2)";VIA ;RUCELLAI BERNARDO;41;2345;2;l angolo del pane;alimentare;;15;15
"VIA FILIPPINO DEGLI ORGANI N. 9 ; isolato:080; accesso: accesso esterno; (z.d. 4)";VIA ;FILIPPINO DEGLI ORGANI;9;3162;4;;non alimentare;;15;15
"VIA ORTI N. 1 ; isolato:116; accesso: accesso esterno; (z.d. 1)";VIA ;ORTI;1;4031;1;galleria orti d arte;non alimentare;;15;15
"VIA GALLINA GIACINTO N. 7 ; isolato:181; accesso: accesso esterno; (z.d. 3)";VIA ;GALLINA GIACINTO;7;3105;3;;non alimentare;;15;15
"VIA VITRUVIO num.040; accesso: accesso esterno; (z.d. 2)";;;;;;;non alimentare;;20;15
"VIA FIORAVANTI ARISTIDE N. 38 ; isolato:065; (z.d. 8)";VIA ;FIORAVANTI ARISTIDE;38;7236;8;telefonia;non alimentare;;0;15
"VLE COL DI LANA N. 5 ; isolato:086; accesso: accesso esterno; (z.d. 5)";VLE ;COL DI LANA;5;5198;5;;non alimentare;;60;15
"VIA PADOVA N. 340 ; isolato:245; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;340;2275;2;q8;non alimentare;;0;15
"CSO GARIBALDI GIUSEPPE N. 117 ; isolato:004; (z.d. 1)";CSO ;GARIBALDI GIUSEPPE;117;1010;1;;alimentare;;0;15
"VIA BROFFERIO ANGELO N. 7 ; isolato:028; (z.d. 9)";VIA ;BROFFERIO ANGELO;7;1465;9;d E d service snc.;tabella speciale carburanti;;40;15
"VIA CESARE DA SESTO N. 8 ; isolato:134; accesso: accesso esterno; (z.d. 1)";VIA ;CESARE DA SESTO;8;5101;1;;"alimentare;non alimentare";;33;15
"GLL UNIONE N. 1 ;gll unione 001; isolato:470; accesso: accesso esterno; (z.d. 1)";GLL ;UNIONE;1;510;1;;non alimentare;;47;15
"VIA CANONICA LUIGI N. 23 ; isolato:112; accesso: accesso esterno; (z.d. 1)";VIA ;CANONICA LUIGI;23;7121;1;laravaelafava sas.;alimentare;;0;15
"VIA RUBENS PIETRO N. 22 ; isolato:001; accesso: accesso esterno; (z.d. 7)";VIA ;RUBENS PIETRO;22;6597;7;;non alimentare;;50;15
"VIA EUSTACHI BARTOLOMEO N. 24 ; isolato:066; accesso: accesso esterno; (z.d. 3)";VIA ;EUSTACHI BARTOLOMEO;24;2165;3;aris computers vend.e ass;non alimentare;;32;15
"CSO SEMPIONE N. 71 ; isolato:039; accesso: accesso esterno; (z.d. 8)";CSO ;SEMPIONE;71;7137;8;;non alimentare;;90;15
"VIA MAESTRI CAMPIONESI N. 4 ; isolato:073; (z.d. 4)";VIA ;MAESTRI CAMPIONESI;4;3197;4;;non alimentare;;39;15
"VLE ABRUZZI N. 93 ; isolato:009; accesso: accesso esterno; (z.d. 3)";VLE ;ABRUZZI;93;2177;3;;non alimentare;;15;15
"VIA CASCINA BELLARIA N. 1 ; isolato:113; accesso: accesso esterno; (z.d. 7)";VIA ;CASCINA BELLARIA;1;6744;7;stop  E  play videoteca;non alimentare;25;40;15
"VIA MERAVIGLI N. 16 ;via meravigli 016; isolato:372; (z.d. 1)";VIA ;MERAVIGLI;16;614;1;;non alimentare;;50;15
"VIA BIZZONI ACHILLE N. 7 ; isolato:101; accesso: accesso esterno; (z.d. 2)";VIA ;BIZZONI ACHILLE;7;1359;2;;non alimentare;;15;15
"VIA DEGLI ARCIMBOLDI N. 2 ;via degli arcimboldi 002; isolato:444; accesso: accesso esterno; (z.d. 1)";VIA ;DEGLI ARCIMBOLDI;2;522;1;;non alimentare;;0;15
"VIA MONTEGANI LODOVICO N. 22 ; isolato:028; accesso: accesso esterno; (z.d. 5)";VIA ;MONTEGANI LODOVICO;22;5330;5;;non alimentare;;20;15
"VIA BONNET NINO N. 3 ; isolato:315; accesso: accesso esterno; (z.d. 9)";VIA ;BONNET NINO;3;1109;9;;alimentare;;0;15
"VIA CORDUSIO N. 2 ;via cordusio 002; isolato:410; accesso: accesso esterno; (z.d. 1)";VIA ;CORDUSIO;2;627;1;;tabella speciale monopolio;;45;15
"VIA ALBERTI LEON BATTISTA N. 8 ; isolato:039; accesso: accesso esterno; (z.d. 8)";VIA ;ALBERTI LEON BATTISTA;8;7167;8;;tabella speciale monopolio;;40;15
"VIA ORNATO LUIGI N. 19 ; isolato:069; accesso: accesso esterno; (z.d. 9)";VIA ;ORNATO LUIGI;19;1591;9;;non alimentare;;40;15
"CSO VENEZIA N. 15 ;cso venezia 015; isolato:189; accesso: accesso esterno; (z.d. 1)";CSO ;VENEZIA;15;238;1;beauty and confort srl.;non alimentare;;185;15
"VIA STOPPANI ANTONIO N. 10 ; isolato:112; accesso: accesso esterno; (z.d. 3)";VIA ;STOPPANI ANTONIO;10;2163;3;vini-gelati-alimentari;alimentare;;60;15
"VIA CENISIO N. 23 angolo induno; isolato:032; accesso: accesso esterno; (z.d. 8)";VIA ;CENISIO;23;7184;8;tomassini;non alimentare;;86;15
"VIA BARI num.011; accesso: accesso esterno; ()";VIA ;BARI;;5218;6;;non alimentare;;75;15
"VIA TADINO ALESSANDRO num.026/a; isolato:078; accesso: accesso esterno; (z.d. 3)";VIA ;TADINO ALESSANDRO;;2109;3;;non alimentare;;15;15
"VIA CAPECELATRO ALFONSO N. 33 ; isolato:160; accesso: accesso esterno; (z.d. 7)";VIA ;CAPECELATRO ALFONSO;33;6575;7;;non alimentare;;100;15
"VIA MECENATE N. 99 ; isolato:096; accesso: accesso esterno; (z.d. 4)";VIA ;MECENATE;99;3323;4;;tabella speciale monopolio;54;69;15
"VLE MONZA N. 23 ; isolato:346; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;23;2274;2;;non alimentare;;15;15
"VIA SARPI FRA' PAOLO N. 19 ; isolato:113; accesso: accesso esterno; (z.d. 1)";VIA ;SARPI FRA' PAOLO;19;7210;1;;non alimentare;;15;15
"VIA DELLE FORZE ARMATE N. 326 ; isolato:140; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;326;6643;7;;non alimentare;;33;15
"CSO BUENOS AIRES N. 79 ; isolato:007; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;79;2129;3;mc donald s;non alimentare;240;255;15
"VIA PORPORA NICOLA ANTONIO N. 133 ; isolato:015; accesso: accesso esterno; (z.d. 3)";VIA ;PORPORA NICOLA ANTONIO;133;2229;3;;non alimentare;;15;15
"CSO MAGENTA N. 12 ;cso magenta 012; isolato:291; accesso: accesso esterno; (z.d. 1)";CSO ;MAGENTA;12;604;1;;non alimentare;;15;15
"VIA GIAMBELLINO N. 13 ; isolato:165; accesso: accesso esterno; (z.d. 6)";VIA ;GIAMBELLINO;13;5136;6;;non alimentare;;15;15
"VLE EZIO N. 7 ; isolato:162; accesso: accesso esterno; (z.d. 8)";VLE ;EZIO;7;6362;8;;non alimentare;65;80;15
"VIA DONATELLO num.025/a; isolato:066; accesso: accesso esterno; (z.d. 3)";VIA ;DONATELLO;;2214;3;;non alimentare;584;599;15
"PLE SELINUNTE N. 3 ; isolato:245; accesso: accesso esterno; (z.d. 7)";PLE ;SELINUNTE;3;6566;7;;non alimentare;15;30;15
"VIA OSOPPO N. 13 ; isolato:001; accesso: accesso esterno; (z.d. 7)";VIA ;OSOPPO;13;6596;7;;non alimentare;5;20;15
"VIA ASTESANI ALESSANDRO N. 40 ; isolato:091; accesso: accesso esterno; (z.d. 9)";VIA ;ASTESANI ALESSANDRO;40;1558;9;;non alimentare;5;20;15
"VIA SANZIO RAFFAELLO N. 4 ; isolato:191; accesso: accesso esterno; (z.d. 7)";VIA ;SANZIO RAFFAELLO;4;6283;7;;"alimentare;non alimentare";71;84;15
"VIA PLINIO CAIO SECONDO N. 13 ; isolato:047; accesso: accesso esterno; (z.d. 3)";VIA ;PLINIO CAIO SECONDO;13;2144;3;;non alimentare;70;85;15
"VIA VALLA LORENZO N. 25 ; isolato:040; accesso: accesso esterno; (z.d. 5)";VIA ;VALLA LORENZO;25;5336;5;;tabella speciale monopolio;35;50;15
"VIA POLIZIANO N. 10 ; isolato:051; accesso: accesso esterno; (z.d. 8)";VIA ;POLIZIANO;10;7196;8;;alimentare;8;23;15
"VIA GROSOTTO N. 7 p.i.i progetto portello; isolato:249; accesso: accesso esterno; (z.d. 8)";VIA ;GROSOTTO;7;7328;8;;non alimentare;152;167;15
"CSO SAN GOTTARDO N. 14 ; isolato:094; accesso: accesso esterno; (z.d. 5)";CSO ;SAN GOTTARDO;14;5203;5;;"alimentare;non alimentare";;50;15
"VIA SCIESA AMATORE N. 7 ; isolato:044; (z.d. 4)";VIA ;SCIESA AMATORE;7;3072;4;;non alimentare;55;70;15
"VIA DEGLI ARCIMBOLDI N. 2 ;via degli arcimboldi 002; isolato:444; (z.d. 1)";VIA ;DEGLI ARCIMBOLDI;2;522;1;;non alimentare;;23;15
"SDA PAULLESE N. 9 ; isolato:151; (z.d. 4)";SDA ;PAULLESE;9;3373;4;;"Alimentare;Non Alimentare;Tabella speciale Carburanti;Tabella speciale Monopolio";135;150;15
"VIA DEI CINQUECENTO N. 3 ; isolato:130; accesso: accesso esterno; (z.d. 4)";VIA ;DEI CINQUECENTO;3;4283;4;;non alimentare;;80;15
"VIA ARONA num.015; isolato:040; (z.d. 8)";VIA ;ARONA;;7169;8;;non alimentare;;99;15
"VLE BRENTA N. 8 ; isolato:049; accesso: accesso esterno; (z.d. 4)";VLE ;BRENTA;8;4151;4;;non alimentare;;30;15
"VIA SFORZA ASCANIO N. 47 ; isolato:125; (z.d. 5)";VIA ;SFORZA ASCANIO;47;5201;5;;non alimentare;5;20;15
CSO DI PORTA ROMANA N. 109 (z.d. 1);CSO ;DI PORTA ROMANA;109;402;1;;non alimentare;;15;15
"VIA DEL MAINO GIASONE N. 21 ; isolato:253; (z.d. 7)";VIA ;DEL MAINO GIASONE;21;6262;7;;non alimentare;;15;15
"VIA MONTEGANI LODOVICO N. 8 ; isolato:021; (z.d. 5)";VIA ;MONTEGANI LODOVICO;8;5330;5;;alimentare;21;36;15
"VIA GIAMBELLINO N. 9 ; isolato:165; accesso: accesso esterno; (z.d. 6)";VIA ;GIAMBELLINO;9;5136;6;;non alimentare;20;35;15
"VIA DAL RE MARCANTONIO N. 17 ; isolato:271; accesso: accesso esterno; (z.d. 8)";VIA ;DAL RE MARCANTONIO;17;7381;8;;non alimentare;85;100;15
"VIA CHIESE N. 60 interno bicocca village; accesso: accesso esterno; (z.d. 9)";VIA ;CHIESE;60;1627;9;;non alimentare;55;70;15
"VIA BUGATTI ETTORE N. 7 ; isolato:077; (z.d. 5)";VIA ;BUGATTI ETTORE;7;4353;5;;Tabella speciale Monopolio;42;57;15
"VIA ANGERA N. 3 ; isolato:127; (z.d. 2)";VIA ;ANGERA;3;1395;2;;non alimentare;45;60;15
"VIA GALLARATE N. 388 ; isolato:102; accesso: accesso esterno; (z.d. 8)";VIA ;GALLARATE;388;7420;8;;non alimentare;;120;15
"VIA RIPAMONTI GIUSEPPE N. 217 ; isolato:166; (z.d. 5)";VIA ;RIPAMONTI GIUSEPPE;217;4066;5;;non alimentare;35;50;15
"VIA TOLMEZZO num.012/5; isolato:054; accesso: accesso esterno; (z.d. 3)";;;;;;;non alimentare;17;32;15
"VIA CHIESE N. 60 interno bicocca village; accesso: accesso esterno; (z.d. 9)";VIA ;CHIESE;60;1627;9;;non alimentare;;15;15
"VLE BRIANZA N. 22 ; isolato:354; (z.d. 2)";VLE ;BRIANZA;22;2263;2;;non alimentare;;45;15
"VIA DELLE ASOLE N. 1 ;via delle asole 001; isolato:441; (z.d. 1)";VIA ;DELLE ASOLE;1;578;1;;non alimentare;;15;15
