Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;fuori_piano;insegna;settore_storico_pe;superficie_somministrazione
"VIA QUADRONNO num.029/31 c/o casa di cura la madonnina; isolato:205; accesso: accesso interno; (z.d. 1)";VIA ;QUADRONNO;;4021;1;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;casa cura la madonnina;"Tavola fredda;Mensa;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;BAR CAFFÈ";135
"CSO VENEZIA num.047/49 c/o unione del commercio del t; isolato:095; accesso: accesso interno; (z.d. 1)";;;;;;;;self service;art.3 comma 6 lett.g;;"Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ;Cibi cotti preconfezionati";90
"VIA FABIO MASSIMO num.036 int. sala da ballo al chiuso; isolato:150; accesso: accesso esterno; (z.d. 4)";;;;;;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.d;;"BAR CAFFÈ;Sale da ballo, locali notturni;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Discoteche,sale ballo notturni;Ristorante;BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;Ristorante, trattoria, osteria";2375
"PZA CARLO MAGNO num.000 c/o bar rai c/o fiera campiona; isolato:080; pto strada:cs; accesso: accesso interno; (z.d. 8)";PZA ;CARLO MAGNO;;7166;8;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"BAR CAFFÈ;Tavola fredda";75
"FOR BUONAPARTE N. 61 c/o atm;for buonaparte 061; isolato:239; accesso: accesso interno; (z.d. 1)";FOR ;BUONAPARTE;61;711;1;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;177
"VIA MARCELLO BENEDETTO N. 83 ; isolato:042; accesso: accesso interno; (z.d. 3)";VIA ;MARCELLO BENEDETTO;83;2128;3;solo somministrazione;somministrazione;misto;fuori piano;;"BAR CAFFÈ;Tavola fredda";22
"VIA MANZONI ALESSANDRO num.016/a c/o banca commerciale; isolato:363; accesso: accesso interno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;;230;1;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;293
"VIA FILODRAMMATICI N. 2 c/o circ. aziend. teatro scala;via filodrammatici 002; isolato:366; accesso: accesso interno; (z.d. 1)";VIA ;FILODRAMMATICI;2;113;1;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.e;;"BAR CAFFÈ;Cibi cotti preconfezionati;Bar gastronomici e simili;Tavola fredda;Genere Merceol.Autorizz.Sanit.";87
"VIA OLIVIERI ALESSIO N. 15 c/o unione sport. gescal boys; isolato:097; accesso: accesso interno; (z.d. 7)";VIA ;OLIVIERI ALESSIO;15;6703;7;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.e;;"Tavola fredda;Gioco video;BAR CAFFÈ";12
"CSO DI PORTA VITTORIA N. 43 c/o camera del lavoro; isolato:104; accesso: accesso interno; (z.d. 1)";CSO ;DI PORTA VITTORIA;43;3016;1;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;camera del lavoro;"Cibi cotti preconfezionati;Tavola fredda;BAR CAFFÈ";125
"VIA CALDERA N. 21 c/o centro business park; isolato:029; accesso: accesso esterno; (z.d. 7)";VIA ;CALDERA;21;6302;7;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;int.centro uffici s.siro;Mensa;1333
"CSO ITALIA N. 23 c/o allianz s.p.a.;cso italia 023; isolato:271; accesso: accesso interno; (z.d. 1)";CSO ;ITALIA;23;526;1;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;139
"VLE DE GASPERI ALCIDE num.000 c/o rhiag s.p.a. ang.pizzoni; accesso: accesso interno; (z.d. 8)";VLE ;DE GASPERI ALCIDE;;7482;8;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;173
"VIA DEI VALTORTA N. 43 c/o mensa elettrocondutture; isolato:190; accesso: accesso interno; (z.d. 2)";VIA ;DEI VALTORTA;43;2324;2;solo somministrazione;somministrazione;;art.3 comma 6 lett.e;;Mensa;325
"VIA BIELLA N. 8 c/o prodotti antibiotici; isolato:045; accesso: accesso interno; (z.d. 6)";VIA ;BIELLA;8;5305;6;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;300
"VIA SAN GREGORIO N. 34 c/o mensa sadelmi cogepi spa; isolato:072; accesso: accesso interno; (z.d. 2)";VIA ;SAN GREGORIO;34;2123;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;140
"VIA ROMBON N. 78 c/o scuola sacro cuore; isolato:091; accesso: accesso interno; (z.d. 3)";VIA ;ROMBON;78;2659;3;solo somministrazione;somministrazione;al tavolo;art.3 comma 6 lett.g;;Mensa;460
"VIA GOLDONI CARLO N. 75 c/o parrocchia s. croce; isolato:179; accesso: accesso interno; (z.d. 6)";VIA ;GOLDONI CARLO;75;3183;3;solo somministrazione;somministrazione;al banco;circoli parrocchiali;;"Carte;Tennis da tavolo;BAR CAFFÈ;Tavola fredda;Calcio da tavolo";37
VIA MECENATE N. 25 c/o circolo arci (z.d. 4);VIA ;MECENATE;25;3323;4;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"Carte;BAR CAFFÈ";30
"VIA TRENTACOSTE DOMENICO N. 3 c/o circolo consorzio esattori; isolato:144; accesso: accesso interno; (z.d. 3)";VIA ;TRENTACOSTE DOMENICO;3;2684;3;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"Tavola fredda;BAR CAFFÈ";35
"VIA BOSCOVICH RUGGERO N. 38 c/o circolo sordomuti; isolato:074; accesso: accesso interno; (z.d. 3)";VIA ;BOSCOVICH RUGGERO;38;2131;3;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.g;;"BAR CAFFÈ;Carte;Tavola fredda";120
"VIA SELLA QUINTINO N. 2 c/o centro cult. solferino cen;via sella quintino 002; isolato:241; accesso: accesso interno; (z.d. 1)";VIA ;SELLA QUINTINO;2;724;1;solo somministrazione;somministrazione;misto;club privato;;BAR CAFFÈ;84
"codvia 9101 mm1 villa; isolato:999; accesso: accesso interno; (z.d. 2)";;;;;;somministrazione/minuto;somministrazione;al banco;art.3 comma 6 lett.c;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Tavola fredda";43
"VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 7 c/o parrocchia ss redentore; isolato:016; accesso: accesso interno; (z.d. 3)";VIA ;PIERLUIGI GIOVANNI DA PALESTRINA;7;2235;3;solo somministrazione;somministrazione;misto;circoli parrocchiali;;"Genere Merceol.Autorizz.Sanit.;Tavola fredda";170
"VIA PORPORA NICOLA ANTONIO N. 109 ; isolato:012; accesso: accesso interno; (z.d. 3)";VIA ;PORPORA NICOLA ANTONIO;109;2229;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;51
"VIA BRUSUGLIO num.026 c/o gruppo sportivo lombardina; isolato:054; accesso: accesso interno; (z.d. 9)";VIA ;BRUSUGLIO;;1550;9;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;"BAR CAFFÈ;Tavola fredda";38
"VIA BOCCONI FERDINANDO N. 12 c/o pensionato universit? bocc; isolato:102; accesso: accesso interno; (z.d. 5)";VIA ;BOCCONI FERDINANDO;12;4050;5;;somministrazione;self service;art.3 comma 6 lett.g;pensionato univ.bocconi;Mensa;629
"VIA FILZI FABIO N. 41 ; isolato:242; accesso: accesso esterno; (z.d. 2)";VIA ;FILZI FABIO;41;1190;2;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.d;la tour d orient night c.;"BAR CAFFÈ E SIMILI;Wine,birr.,pub enot.,caff.,the;Prodotti di gastronomia;Disco-piano-americ.bar serali;Seconda bottiglia;Ristorante, trattoria, osteria;Tav.calde,self service,fast f.;Sale da ballo, locali notturni;BAR CAFFÈ;Discoteche,sale ballo notturni";132
"VIA CASTELVETRO LODOVICO N. 32 ; isolato:033; (z.d. 8)";VIA ;CASTELVETRO LODOVICO;32;7195;8;;;;art.3 comma 6 lett.g;;"BAR CAFFÈ;Tavola fredda";28
"VIA ZAMA num.031/33 c/o a.m.s.a.; isolato:089; accesso: accesso interno; (z.d. 4)";VIA ;ZAMA;;3328;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;amsa spa;"Mensa;Tav.calde,self service,fast f.";280
"VIA CALDERA num.089 circolo aics quinto romano; isolato:026; (z.d. 7)";;;;;;;;;art.3 comma 6 lett.e;;"BAR CAFFÈ;Elettr.Automatici Meccaniche;Cibi cotti preconfezionati";110
"VIA MORIVIONE N. 5 c/o kennametal spa; isolato:040; accesso: accesso interno; (z.d. 5)";VIA ;MORIVIONE;5;4007;5;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;150
"VLE TUNISIA N. 6 ; isolato:106; accesso: accesso interno; (z.d. 3)";VLE ;TUNISIA;6;2121;3;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"BAR CAFFÈ;Tavola fredda";9
"VIA TERRAGNI GIUSEPPE N. 36 convitto; isolato:094; accesso: accesso interno; (z.d. 8)";VIA ;TERRAGNI GIUSEPPE;36;6445;8;solo somministrazione;somministrazione;al tavolo;art.3 comma 6 lett.g;pensionato;Ristorante;176
"VIA STRESA num.022/24 c/o mensa dip. regione lombar.; isolato:127; (z.d. 2)";VIA ;STRESA;;1396;2;;;;art.3 comma 6 lett.f;;Mensa;187
"VIA BUSTO ARSIZIO N. 36 c/o il sole 24 ore s.p.a.; isolato:174; accesso: accesso interno; (z.d. 8)";VIA ;BUSTO ARSIZIO;36;7363;8;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;c/o il sole 24 ore;"Mensa;Tav.calde,self service,fast f.";149
"VIA DUPRE' GIOVANNI N. 19 c/o parrocchia; isolato:291; (z.d. 8)";VIA ;DUPRE' GIOVANNI;19;7252;8;;;;circoli parrocchiali;;"Cibi cotti;BAR CAFFÈ";63
"VIA BALDISSERA ANTONIO N. 5 c/o mensa gillette group spa; isolato:113; accesso: accesso interno; (z.d. 3)";VIA ;BALDISSERA ANTONIO;5;2164;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;102
"VLE CERTOSA N. 247 c/o merloni spa; isolato:185; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;247;7174;8;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;194
"VIA TONALE N. 11 c/o telecom italia; isolato:242; (z.d. 2)";VIA ;TONALE;11;1213;2;;;;art.3 comma 6 lett.g;;"BAR CAFFÈ;Mensa";478
"VIA PIRELLI GIOVANNI BATTISTA N. 35 c/o telecom italia; isolato:301; accesso: accesso interno; (z.d. 9)";VIA ;PIRELLI GIOVANNI BATTISTA;35;1195;9;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;telecom italia;BAR CAFFÈ;255
"VIA DOMENICHINO N. 41 non aperto al pubblico; isolato:171; (z.d. 7)";VIA ;DOMENICHINO;41;6383;7;;;;art.3 comma 6 lett.e;;"Tavola fredda;BAR CAFFÈ";110
"VIA GIAMBELLINO num.121/b c/o mensa rupes spa; isolato:158; accesso: accesso interno; (z.d. 6)";;;;;;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;43
"VIA PIRANESI GIOVANNI BATTISTA N. 9 (interno palestra); isolato:265; accesso: accesso interno; (z.d. 4)";VIA ;PIRANESI GIOVANNI BATTISTA;9;3263;4;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.d;bar/tav.calda int.palestr;"Genere Merceol.Autorizz.Sanit.;Tavola calda;BAR CAFFÈ";65
"VIA SAPONARO MICHELE N. 28 circ. parrocc. s. maria madre; (z.d. 5)";VIA ;SAPONARO MICHELE;28;5432;5;;;;art.3 comma 6 lett.e;;"Tavola fredda;BAR CAFFÈ";120
"VLE FAMAGOSTA N. 75 c/o coop. lombardia a r.l.; isolato:050; (z.d. 6)";VLE ;FAMAGOSTA;75;5353;6;;;;art.3 comma 6 lett.e;;Mensa;114
"VIA TOFFETTI VINCENZO N. 121 c/o inps; isolato:032; accesso: accesso interno; (z.d. 4)";VIA ;TOFFETTI VINCENZO;121;4188;4;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;165
"VIA AMPERE ANDREA MARIA N. 30 c/o elettrocondutture; isolato:052; accesso: accesso interno; (z.d. 3)";VIA ;AMPERE ANDREA MARIA;30;2428;3;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;Mensa;125
"VIA CONCILIO VATICANO II N. 1 c/o circolo pensionati; isolato:125; (z.d. 8)";VIA ;CONCILIO VATICANO II;1;7356;8;;;;club privato;;BAR CAFFÈ;92
"VIA RICCARDI PADRE PLACIDO N. 6 c/o parrocchia s. giuseppe mor; isolato:266; accesso: accesso interno; (z.d. 2)";VIA ;RICCARDI PADRE PLACIDO;6;2385;2;solo somministrazione;somministrazione;al banco;circoli parrocchiali;;"BAR CAFFÈ;Tavola fredda";164
"VLE MURILLO S.B. N. 17 c/o c.a.p.a.c.; isolato:252; accesso: accesso interno; (z.d. 7)";VLE ;MURILLO S.B.;17;6551;7;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.g;c/o c.a.p.a.c.;"BAR CAFFÈ;Cibi cotti preconfezionati";77
"VIA OLGETTINA N. 25 c/o a.m.s.a.; isolato:005; accesso: accesso esterno; (z.d. 3)";VIA ;OLGETTINA;25;2530;3;;somministrazione;self service;art.3 comma 6 lett.e;amsa spa;"Mensa;Tav.calde,self service,fast f.";694
"VLE LEGIONI ROMANE N. 43 c/o c.t.c. s.p.a.; isolato:025; accesso: accesso interno; (z.d. 6)";VLE ;LEGIONI ROMANE;43;6649;6;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;c/o centro direz.c.t.c.;"Mensa;Genere Merceol.Autorizz.Sanit.";398
"VIA SAN FAUSTINO N. 40 c/o gran milan s.p.a.; isolato:144; accesso: accesso interno; (z.d. 3)";VIA ;SAN FAUSTINO;40;2681;3;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;;Mensa;104
"GLL DEL CORSO N. 4 cinema mignon;gll del corso 004; isolato:360; accesso: accesso interno; (z.d. 1)";GLL ;DEL CORSO;4;305;1;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;;BAR CAFFÈ;44
"codvia 9209 mm2 centra; isolato:997; accesso: area ap.rec.; (z.d. 2)";;;;;;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.c;;"Tavola fredda;Bar pasticc.gelat.crem.creper.;Bar gastronomici e simili;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;BAR CAFFÈ";91
"VLE MONZA N. 268 c/o mensa hartmann e braun spa; isolato:040; (z.d. 2)";VLE ;MONZA;268;2274;2;;;;art.3 comma 6 lett.e;;Mensa;110
"VIA PATROCLO num.003 ; isolato:298; (z.d. 7)";;;;;;;;;fuori piano;;Mensa;186
"VIA DEGLI OMENONI N. 2 c/o raphael snc;via degli omenoni 002; isolato:383; (z.d. 1)";VIA ;DEGLI OMENONI;2;233;1;;;;art.3 comma 6 lett.e;;"Tavola fredda;BAR CAFFÈ";26
"CSO DI PORTA NUOVA N. 21 c/o ospedale oftalmico; isolato:009; (z.d. 1)";CSO ;DI PORTA NUOVA;21;1044;1;;;;art.3 comma 6 lett.g;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";23
"VIA GIOIA MELCHIORRE N. 48 circolo privato; isolato:240; accesso: accesso interno; (z.d. 2)";VIA ;GIOIA MELCHIORRE;48;1108;2;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"BAR CAFFÈ;Tavola fredda";15
"VIA DEL LAURO N. 7 c/o mensa milano assicurazioni;via del lauro 007; isolato:367; (z.d. 1)";VIA ;DEL LAURO;7;124;1;;;;art.3 comma 6 lett.e;;Mensa;285
"VIA CAPECELATRO ALFONSO N. 66 c/o fondazione don c. gnocchi; isolato:237; (z.d. 7)";VIA ;CAPECELATRO ALFONSO;66;6575;7;;;;art.3 comma 6 lett.g;15102008;"Mensa;Tav.calde,self service,fast f.";336
"codvia 5289 num.004  ; isolato:022; (z.d. 6)";;;;;;;;;art.3 comma 6 lett.e;;Mensa;90
"CSO MAGENTA N. 71 c/o collegio san carlo s.r.l.;cso magenta 071; isolato:144; accesso: accesso interno; (z.d. 1)";CSO ;MAGENTA;71;604;1;;somministrazione;self service;art.3 comma 6 lett.g;istituto s.carlo;Mensa;337
"VIA MARCO AURELIO N. 26 c/o telecom italia; isolato:334; accesso: accesso interno; (z.d. 2)";VIA ;MARCO AURELIO;26;2298;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;451
"VLE MONZA N. 338 c/o digital equipment spa; isolato:006; accesso: accesso interno; (z.d. 2)";VLE ;MONZA;338;2274;2;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;100
"VLE MONTE NERO N. 84 (interno cinema colosseo); isolato:043; accesso: accesso esterno; (z.d. 4)";VLE ;MONTE NERO;84;3062;4;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda";31
"VIA SCHIEVANO ENRICO N. 7 c/o mensa vedani metalli spa; isolato:021; accesso: accesso interno; (z.d. 6)";VIA ;SCHIEVANO ENRICO;7;5276;6;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;Mensa;53
"VIA SAN PIETRO ALL'ORTO N. 9 int. cinema arlecchino;via san pietro all'orto 009; isolato:361; accesso: accesso interno; (z.d. 1)";VIA ;SAN PIETRO ALL'ORTO;9;213;1;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;;BAR CAFFÈ;30
"VIA MAC MAHON N. 113 circ.parrocc. gesu maria giuse; isolato:268; accesso: accesso interno; (z.d. 8)";VIA ;MAC MAHON;113;7221;8;somministrazione/minuto;minuto;al banco;circoli parrocchiali;;"Tavola fredda;BAR CAFFÈ";160
"VIA DEGLI OLIVETANI N. 3 c/o bar parrochhiale; isolato:225; (z.d. 1)";VIA ;DEGLI OLIVETANI;3;6220;1;;;;circoli parrocchiali;;"BAR CAFFÈ;Tavola fredda";220
"VLE MONZA N. 255 c/o assoc. dei sammarinesi; isolato:097; (z.d. 2)";VLE ;MONZA;255;2274;2;;;;club privato;;"Biliardo;BAR CAFFÈ;Bocce;Tavola fredda;Tavola calda";202
"VIA QUARENGHI GIACOMO N. 23 int. centro commerciale bonola; isolato:300; accesso: accesso interno; (z.d. 8)";VIA ;QUARENGHI GIACOMO;23;7478;8;solo somministrazione;somministrazione;al banco;fuori limite numeric;la croissanterie;"BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili";26
"VIA FRIULI N. 26 c/o comunita' eritrea; isolato:167; (z.d. 4)";VIA ;FRIULI;26;3199;4;;;;club privato;;"Tavola fredda;BAR CAFFÈ";100
"VIA MONTE DI PIETA' N. 7 c/o mensa banca del monte;via monte di pieta' 007; isolato:304; (z.d. 1)";VIA ;MONTE DI PIETA';7;121;1;;;;art.3 comma 6 lett.e;;Mensa;165
"VIA ARNALDO DA BRESCIA N. 4 c/o telecom italia; isolato:252; (z.d. 9)";VIA ;ARNALDO DA BRESCIA;4;1151;9;;;;art.3 comma 6 lett.e;;Mensa;278
"PZA TIRANA N. 17 c/o dopolavoro ff ss; isolato:157; accesso: area ap.rec.; (z.d. 6)";PZA ;TIRANA;17;5378;6;solo somministrazione;somministrazione;misto;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;Bocce;Carte;BAR CAFFÈ";71
"VLE SARCA N. 222 c/o pirelli & c. s.p.a.; isolato:051; accesso: accesso interno; (z.d. 9)";VLE ;SARCA;222;1427;9;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;;"Mensa;BAR CAFFÈ";1102
"VIA TORTONA N. 18 c/o ass. calcio la tortona; isolato:034; accesso: accesso interno; (z.d. 6)";VIA ;TORTONA;18;5124;6;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;;"Tavola fredda;BAR CAFFÈ";139
"VIA GATTI FRANCESCO N. 14 c/o i.t.i. galvani; isolato:121; accesso: accesso interno; (z.d. 9)";VIA ;GATTI FRANCESCO;14;1526;9;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.g;c/0 istituto galvani itis;"Tavola fredda;BAR CAFFÈ";45
"VIA GIOIA MELCHIORRE N. 193 c/o circolo sa.ma.cor.; isolato:120; (z.d. 2)";VIA ;GIOIA MELCHIORRE;193;1108;2;;;;club privato;;"Gioco video;Spaccio bevande analcoliche";41
"VIA SPERONARI N. 4 ;via speronari 004; isolato:447; (z.d. 1)";VIA ;SPERONARI;4;517;1;;;;fuori piano;;BAR CAFFÈ;12
"VIA GIORGI FERDINANDO N. 10 c/o circolo aics viscontini; isolato:044; accesso: accesso esterno; (z.d. 8)";VIA ;GIORGI FERDINANDO;10;6743;8;somministrazione/minuto;somministrazione;misto;art.3 comma 6 lett.e;bar int. societa sportiva;"BAR CAFFÈ;Tavola fredda;Gioco video";28
"VIA SOLFERINO N. 28 c/o rcs quotidiani s.p.a.; isolato:176; accesso: accesso interno; (z.d. 1)";VIA ;SOLFERINO;28;1028;1;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.g;c/o rcs quotidiani spa.;"Tav.calde,self service,fast f.;Mensa";236
"VIA SANT' ELIA ANTONIO N. 33 interno mazda-palace; isolato:092; accesso: accesso esterno; (z.d. 8)";VIA ;SANT' ELIA ANTONIO;33;6458;8;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;bar int.mazda-palace;"Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";
"CSO GARIBALDI GIUSEPPE num.097 /99; isolato:081; accesso: accesso esterno; (z.d. 1)";;;;;;;somministrazione;misto;art.3 comma 6 lett.d;indian;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Sale da ballo, locali notturni;BAR CAFFÈ E SIMILI;Bar gastronomici e simili;Wine,birr.,pub enot.,caff.,the";460
VIA CASTELBARCO GIAN CARLO N. 11 (z.d. 5);VIA ;CASTELBARCO GIAN CARLO;11;4201;5;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.d;propaganda;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Tavola fredda;Discoteche,sale ballo notturni";144
"VIA LORENTEGGIO N. 183 c/o circolo arci guidetti; isolato:132; accesso: accesso interno; (z.d. 6)";VIA ;LORENTEGGIO;183;5132;6;solo somministrazione;somministrazione;al banco;art.3 comma 6 lett.e;circolo arci;"Giochi Legge 388/2000;BAR CAFFÈ";52
"VIA LOMBARDINI ELIA N. 6 c/o azienda sopramenzionata; isolato:063; (z.d. 6)";VIA ;LOMBARDINI ELIA;6;5146;6;;;;art.3 comma 6 lett.e;;Mensa;44
"VIA SASSETTI FILIPPO N. 27 ang. spalato c/o mensa pp tt; isolato:295; (z.d. 9)";VIA ;SASSETTI FILIPPO;27;1157;9;;;;art.3 comma 6 lett.f;;"Elettr.Automatici Meccaniche;Mensa";248
"VIA GIOIA MELCHIORRE N. 168 c/o foster wheeler; isolato:135; (z.d. 2)";VIA ;GIOIA MELCHIORRE;168;1108;2;;;;art.3 comma 6 lett.e;;Mensa;176
"VIA BELGIOIOSO CRISTINA num.165/11 c/o poste italiane cmp roserio; isolato:008; (z.d. 8)";;;;;;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;598
"VIA GIOVENALE N. 4 c/o mensa pensionato s. carlo; isolato:116; (z.d. 5)";VIA ;GIOVENALE;4;5210;5;;;;art.3 comma 6 lett.g;;Mensa;246
"VIA QUARENGHI GIACOMO N. 23 int.centro commerciale bonola; isolato:300; accesso: accesso interno; (z.d. 8)";VIA ;QUARENGHI GIACOMO;23;7478;8;solo somministrazione;somministrazione;misto;fuori limite numeric;bar centrale frau;"BAR CAFFÈ E SIMILI;Prodotti di gastronomia;Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.";62
"VIA QUARENGHI GIACOMO N. 23 int. centro commerciale bonola; isolato:300; accesso: accesso interno; (z.d. 8)";VIA ;QUARENGHI GIACOMO;23;7478;8;solo somministrazione;somministrazione;misto;fuori limite numeric;bar del corso;"BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Prodotti di gastronomia";72
"CSO COLOMBO CRISTOFORO N. 13 ; isolato:052; (z.d. 6)";CSO ;COLOMBO CRISTOFORO;13;5114;6;;;;art.3 comma 6 lett.d;;"Cibi cotti;Giochi Legge 388/2000;Bar gastronomici e simili;BAR CAFFÈ";490
"VIA SENIGALLIA num.018/2 c/o fondiaria/sai; isolato:008; accesso: accesso interno; (z.d. 9)";;;;;;solo somministrazione;somministrazione;self service;art.3 comma 6 lett.e;int.fondiaria/sai;"BAR CAFFÈ;Ristorante, trattoria, osteria;Mensa;BAR CAFFÈ E SIMILI";130
