Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
"VIA QUARENGHI GIACOMO N. 23 ; isolato:300; accesso: accesso interno; (z.d. 8)";VIA ;QUARENGHI GIACOMO;23;7478;8;upim;non alimentare;;1836;1490
"VIA PEZZOTTI GIOVANNI num.000; isolato:017; accesso: accesso esterno; (z.d. 5)";VIA ;PEZZOTTI GIOVANNI;;5244;5;esselunga;"alimentare;non alimentare";;1490;1490
"VIA RIPAMONTI GIUSEPPE N. 175 ; isolato:109; accesso: accesso esterno; (z.d. 5)";VIA ;RIPAMONTI GIUSEPPE;175;4066;5;oviesse;"alimentare;non alimentare";;2332;1490
"VIA SANTA RADEGONDA N. 10 mq. 675 i piano mq. 815 ii pia;via santa radegonda 010; isolato:419; accesso: accesso esterno; (z.d. 1)";VIA ;SANTA RADEGONDA;10;208;1;la rinascente;non alimentare;;1490;1490
VIA GRASSI GIOVANNI BATTISTA N. 15 (z.d. 8);VIA ;GRASSI GIOVANNI BATTISTA;15;7465;8;;Non Alimentare;;1958;1490
VIA GUINTELLINO GUGLIELMO N. 26 (z.d. 6);VIA ;GUINTELLINO GUGLIELMO;26;5369;6;;"alimentare;non alimentare";;1491;1491
"VIA GALLARATE N. 199 ; isolato:202; accesso: accesso esterno; (z.d. 8)";VIA ;GALLARATE;199;7420;8;peugeot;non alimentare;;1495;1495
"CSO MATTEOTTI GIACOMO N. 12 ;cso matteotti giacomo 012; isolato:316; accesso: accesso esterno; (z.d. 1)";CSO ;MATTEOTTI GIACOMO;12;218;1;aber crombie e fich;non alimentare;;2186;1496
CSO EUROPA N. 22 (z.d. 1);CSO ;EUROPA;22;300;1;;non alimentare;;2260;1496
"VIA NOVARA num.083; isolato:044; accesso: accesso esterno; (z.d. 7)";;;;;;toys center;"alimentare;non alimentare";;3107;1499
"VIA ANTONINI GIACOMO N. 26 ; isolato:099; (z.d. 5)";VIA ;ANTONINI GIACOMO;26;4250;5;;non alimentare;;1499;1499
"VIA ROGOREDO num.000; ()";VIA ;ROGOREDO;;4373;4;;alimentare;;1499;1499
"VIA ROGOREDO num.000; ()";VIA ;ROGOREDO;;4373;4;;non alimentare;;1499;1499
"VIA ROGOREDO num.000; ()";VIA ;ROGOREDO;;4373;4;;non alimentare;;1499;1499
"VIA ROGOREDO num.000; ()";VIA ;ROGOREDO;;4373;4;;non alimentare;;1499;1499
"VIA ROGOREDO num.000; ()";VIA ;ROGOREDO;;4373;4;;non alimentare;;1499;1499
VIA ANTONINI GIACOMO N. 32 (z.d. 5);VIA ;ANTONINI GIACOMO;32;4250;5;;"alimentare;non alimentare";;2273;1499
"VIA ZANELLA GIACOMO N. 61 ; isolato:246; accesso: accesso esterno; (z.d. 4)";VIA ;ZANELLA GIACOMO;61;3257;4;;non alimentare;455;1955;1500
"VIA ACHILLINI CLAUDIO N. 2 ; isolato:064; accesso: accesso esterno; (z.d. 9)";VIA ;ACHILLINI CLAUDIO;2;1605;9;;non alimentare;;1500;1500
"VLE PIAVE N. 38 ; isolato:151; accesso: accesso esterno; (z.d. 3)";VLE ;PIAVE;38;2179;3;esselunga;"Alimentare;non alimentare";;1822;1500
"CSO VITTORIO EMANUELE II N. 9 ;cso vittorio emanuele ii 009; isolato:361; accesso: accesso esterno; (z.d. 1)";CSO ;VITTORIO EMANUELE II;9;214;1;;non alimentare;;1500;1500
"VIA BENADIR N. 5 ; isolato:288; (z.d. 2)";VIA ;BENADIR;5;2380;2;;non alimentare;;2200;1500
"VIA BENADIR N. 5 ; isolato:288; accesso: accesso esterno; (z.d. 2)";VIA ;BENADIR;5;2380;2;;non alimentare;;1600;1500
CSO VITTORIO EMANUELE II N. 24 (z.d. 1);CSO ;VITTORIO EMANUELE II;24;214;1;;non alimentare;;2104;1511
"VIA SIRTORI GIUSEPPE N. 26 ; isolato:145; accesso: accesso interno; (z.d. 3)";VIA ;SIRTORI GIUSEPPE;26;2180;3;;non alimentare;;1530;1530
"VIA FARINI CARLO N. 77 ; isolato:153; accesso: accesso esterno; (z.d. 9)";VIA ;FARINI CARLO;77;1114;9;carrefour;"alimentare;non alimentare";;2840;1580
"VLE CORSICA ang.terenzio (pii 11) num.000; ()";VLE ;CORSICA;;3262;4;;non alimentare;;1675;1581
"VIA TORINO N. 2 ;via torino 002; isolato:438; accesso: accesso esterno; (z.d. 1)";VIA ;TORINO;2;543;1;zara;Non Alimentare;;2527;1592
"VIA PADOVA num.200; isolato:230; accesso: accesso esterno;";;;;;;carrefour;Non Alimentare;;1665;1620
"VIA SPADARI N. 2 ;via spadari 002; isolato:438; accesso: accesso esterno; (z.d. 1)";VIA ;SPADARI;2;518;1;upim;"alimentare;non alimentare";;2692;1652
"VIA ORSINI VINCENZO GIORDANO N. 2 ; isolato:207; accesso: accesso esterno; (z.d. 7)";VIA ;ORSINI VINCENZO GIORDANO;2;6648;7;io brico;"alimentare;non alimentare";159;1850;1691
"VLE ZARA N. 123 ; isolato:082; accesso: accesso esterno; (z.d. 9)";VLE ;ZARA;123;1170;9;esselunga;"alimentare;non alimentare";;1700;1700
"VIA FELTRE num.038; isolato:073; accesso: accesso esterno; (z.d. 3)";;;;;;esselunga;"alimentare;non alimentare";;1700;1700
"GLL PASSARELLA N. 1 ;gll passarella 001; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL ;PASSARELLA;1;303;1;h.e m. abbigliamento;non alimentare;;2200;1708
"PZA DUCA D'AOSTA int. staz. centr. t2/a2/f2/m6 num.000; ()";PZA ;DUCA D'AOSTA;;1200;2;;"alimentare;non alimentare";;2566;1772
"VIA LORENTEGGIO ang. v. redaelli 2 num.000; isolato:125; accesso: accesso esterno; (z.d. 6)";;;;;;oviesse;"alimentare;non alimentare";;5508;1780
"VIA MARGHERA N. 28 ; isolato:212; accesso: accesso esterno; (z.d. 7)";VIA ;MARGHERA;28;6280;7;mondadori mulitcenter;"alimentare;non alimentare";;1900;1810
VIA DELLA PECETTA n. 31/33;VIA ;DELLA PECETTA;;7251;8;sma/simply;"alimentare;non alimentare";;3000;1810
"VIA MASOLINO DA PANICALE N. 7 ; isolato:300; accesso: accesso esterno; (z.d. 8)";VIA ;MASOLINO DA PANICALE;7;7264;8;upim sma;"alimentare;non alimentare";;2604;1819
"VIA MANCINI LODOVICO N. 2 ; isolato:035; accesso: accesso esterno; (z.d. 4)";VIA ;MANCINI LODOVICO;2;3082;4;upim;"alimentare;non alimentare";;2835;1854
"VIA GRASSI GIOVANNI BATTISTA N. 98 art. 38 c. 4 r.r. 3/2000; accesso: accesso esterno; (z.d. 8)";VIA ;GRASSI GIOVANNI BATTISTA;98;7465;8;car village;non alimentare;;7596;1899
"PLE LORETO num.016; isolato:357; accesso: accesso esterno; (z.d. 3)";PLE ;LORETO;;2264;2;coin;"alimentare;non alimentare";1100;3684;1910
"VIA LEGNONE N. 3 ; isolato:087; accesso: accesso esterno; (z.d. 9)";VIA ;LEGNONE;3;1298;9;esselunga vle jenner;"alimentare;non alimentare";;1920;1920
"PZA PIEMONTE num.002/4; isolato:133; (z.d. 7)";PZA ;PIEMONTE;;6254;7;fined finanz.editoriale;non alimentare;;2800;1973
"PLE LODI N. 3 v.le umbria ang. v. p.colletta; isolato:181; accesso: accesso interno; (z.d. 4)";PLE ;LODI;3;4249;4;media world;non alimentare;;2731;1981
"VIA FOSCOLO UGO N. 3 ;gll vittorio emanuele 000; isolato:480; accesso: accesso esterno; (z.d. 1)";VIA ;FOSCOLO UGO;3;205;1;ricordi media store;non alimentare;;2510;2086
"VIA DOGANA N. 2 angolo via marconi; (z.d. 1)";VIA ;DOGANA;2;341;1;;non alimentare;;3664;2092
"CSO LODI num.098; accesso: accesso esterno; (z.d. 4)";;;;;;carrefour;"alimentare;non alimentare";;3202;2100
"CSO VERCELLI N. 8 ; isolato:217; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;8;6193;7;united colors of benetton;non alimentare;;2228;2228
"VIA F.LLI ANTONA TRAVERSI N. 18 ; isolato:061; accesso: accesso esterno; (z.d. 8)";VIA ;F.LLI ANTONA TRAVERSI;18;7354;8;sma;"alimentare;non alimentare";;3288;2272
"PLE CHIESA DAMIANO N. 2 ; isolato:039; accesso: accesso esterno; (z.d. 8)";PLE ;CHIESA DAMIANO;2;7164;8;;non alimentare;;3277;2277
"VIA DOGANA N. 2 angolo via marconi;via dogana 002; isolato:450; (z.d. 1)";VIA ;DOGANA;2;341;1;mondadori multicenter;non alimentare;;4208;2300
"p.i.i. garibaldi repubblica  
edificio podio
u.i. u1";;;;;;;"Alimentare;Non Alimentare";;4222;2300
"VLE TROYA CARLO N. 18 ; isolato:166; accesso: accesso interno; (z.d. 6)";VLE ;TROYA CARLO;18;5140;6;media world;non alimentare;;11200;2350
"CSO BUENOS AIRES N. 19 aff. a tempo indeterminato; isolato:078; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;19;2129;3;benetton;"alimentare;non alimentare";;2700;2351
GLL DEL CORSO N. 4 (z.d. 1);GLL ;DEL CORSO;4;305;1;;"Alimentare;Non Alimentare";;3306;2381
"VIA DE AMICIS EDMONDO N. 29 1152+1242 al 31;via de amicis edmondo 023; isolato:128; accesso: accesso interno; (z.d. 1)";VIA ;DE AMICIS EDMONDO;29;574;1;;non alimentare;;2394;2394
"VIA GIOVANNI DA PROCIDA ang. v. arona 15 num.000; isolato:040; accesso: accesso esterno; (z.d. 8)";;;;;;longoni sport punto giall;"alimentare;non alimentare";;2400;2400
"PLE LORETO N. 5 ; isolato:357; accesso: accesso esterno; (z.d. 2)";PLE ;LORETO;5;2264;2;upim;"alimentare;non alimentare";;3597;2416
"VLE CORSICA ang.via terenzio (pii 11) num.000; ()";VLE ;CORSICA;;3262;4;;"alimentare;non alimentare";;3011;2439
"GLL DEL CORSO N. 2 ang.vitt.emanuele interno;cso vittorio emanuele ii 022; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL ;DEL CORSO;2;305;1;messaggerie musicali;"alimentare;non alimentare";1010;3450;2440
"VIA SARPI FRA' PAOLO N. 33 ; isolato:113; accesso: accesso esterno; (z.d. 1)";VIA ;SARPI FRA' PAOLO;33;7210;1;carrefour;"alimentare;non alimentare";;4898;2442
"VIA CICOGNARA LEOPOLDO N. 2 ; isolato:183; accesso: accesso esterno; (z.d. 3)";VIA ;CICOGNARA LEOPOLDO;2;3106;3;standa superfresco;"alimentare;non alimentare";;4367;2469
PZA DUCA D'AOSTA interno stazione centrale;PZA ;DUCA D'AOSTA;;1200;2;;Non Alimentare;;3858;2470
"VIA NOVARA N. 86 ; isolato:129; accesso: accesso esterno; (z.d. 7)";VIA ;NOVARA;86;6624;7;esselunga;"alimentare;non alimentare";;3976;2490
"VIA MARIANI POMPEO N. 2 ; isolato:120; accesso: accesso esterno; (z.d. 2)";VIA ;MARIANI POMPEO;2;2490;2;cityper sma;"alimentare;non alimentare";;2495;2495
"CSO VITTORIO EMANUELE II N. 11 ;cso vittorio emanuele ii 011; isolato:361; accesso: accesso esterno; (z.d. 1)";CSO ;VITTORIO EMANUELE II;11;214;1;;"alimentare;non alimentare";;2500;2500
"VLE UMBRIA N. 28 ; isolato:179; accesso: accesso esterno; (z.d. 4)";VLE ;UMBRIA;28;3145;4;esselunga spa.;"alimentare;non alimentare";;4307;2500
VLE SUZZANI GIOVANNI N. 221 (z.d. 9);VLE ;SUZZANI GIOVANNI;221;1446;9;;"alimentare;non alimentare";;5234;2500
"VIA BENADIR N. 5 ang. v. palmanova; isolato:288; accesso: accesso esterno; (z.d. 2)";VIA ;BENADIR;5;2380;2;;"alimentare;non alimentare";;2500;2500
"VIA ADRIANO PUBLIO ELIO udc vi.2a pii ar.marelli num.000; ()";;;;;;;non alimentare;;3502;2500
"VIA ADRIANO PUBLIO ELIO udc vi.2b pii ar.marelli casci num.000; ()";;;;;;;non alimentare;;3706;2500
"VIA CADUTI DI MARCINELLE num.002/1; accesso: accesso esterno; (z.d. 3)";;;;;;;non alimentare;;2500;2500
"VLE FAMAGOSTA p.p.famagosta area ms 16.10 num.000; ()";;;;;;;"alimentare;non alimentare";;3160;2500
VIA ROSSI PELLEGRINO snc;;;;;;;"Alimentare;Non Alimentare";;2959;2500
"VIA CUNEO N. 2 ; isolato:214; accesso: accesso esterno; (z.d. 7)";VIA ;CUNEO;2;6281;7;upim;"alimentare;non alimentare";;4908;2585
"VIA POLESINE N. 39 ; isolato:055; accesso: accesso esterno; (z.d. 4)";VIA ;POLESINE;39;4159;4;upim;"alimentare;non alimentare";;3777;2637
"VIA LORENTEGGIO ang. v. redaelli 2 num.000; isolato:125; accesso: accesso esterno;";;;;;;oviesse;;;2830;2830
"FOR BUONAPARTE N. 74 ;for buonaparte 074; isolato:240; accesso: accesso esterno; (z.d. 1)";FOR ;BUONAPARTE;74;711;1;decathlon;"alimentare;non alimentare";;4200;2850
"VIA ISOTTA CESARE N. 7 ; isolato:077; accesso: accesso esterno; (z.d. 5)";VIA ;ISOTTA CESARE;7;4354;5;esselunga;"alimentare;non alimentare";;2900;2900
"VIA SORESINA GIOVANNI BATTISTA N. 14 ; isolato:240; accesso: accesso esterno; (z.d. 7)";VIA ;SORESINA GIOVANNI BATTISTA;14;6207;7;;non alimentare;40;3040;3000
"PZA FRATTINI PIETRO N. 4 ; isolato:124; accesso: accesso esterno; (z.d. 6)";PZA ;FRATTINI PIETRO;4;5389;6;sma supermercati alimenta;"alimentare;non alimentare";;4134;3010
"CSO BUENOS AIRES N. 21 ; isolato:078; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;21;2129;3;upim;"alimentare;non alimentare";;4607;3030
"CSO BUENOS AIRES N. 35 ; isolato:059; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;35;2129;3;oviesse;"alimentare;non alimentare";;3803;3100
"VIA CASSINIS GIOVANNI BATTISTA N. 23 ; isolato:071; accesso: accesso esterno; (z.d. 4)";VIA ;CASSINIS GIOVANNI BATTISTA;23;4309;4;;non alimentare;;3163;3163
"VIA TRIVULZIO ANTONIO TOLOMEO N. 12 ; isolato:007; accesso: accesso esterno; (z.d. 7)";VIA ;TRIVULZIO ANTONIO TOLOMEO;12;6277;7;iperstanda;"alimentare;non alimentare";2164;5570;3200
"VIA DEI MISSAGLIA N. 22 ; isolato:056; accesso: accesso esterno; (z.d. 5)";VIA ;DEI MISSAGLIA;22;5340;5;standa superfresco;"alimentare;non alimentare";;5427;3213
"VIA PALMANOVA N. 65 ; isolato:287; accesso: accesso esterno; (z.d. 2)";VIA ;PALMANOVA;65;2390;2;standa superfresco;"alimentare;non alimentare";;3323;3323
"PLE CANTORE ANTONIO N. 12 ; isolato:040; accesso: accesso esterno; (z.d. 6)";PLE ;CANTORE ANTONIO;12;5103;6;coin;"alimentare;non alimentare";;4755;3470
"CSO SAN GOTTARDO num.029/31; isolato:095; accesso: accesso esterno; (z.d. 5)";CSO ;SAN GOTTARDO;;5203;5;upim sma;"alimentare;non alimentare";;3863;3470
"CSO VERCELLI num.030; isolato:216; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;;6193;7;coin;"alimentare;non alimentare";1300;5880;3500
"VIA FARINI CARLO N. 79 ; isolato:153; accesso: accesso esterno; (z.d. 9)";VIA ;FARINI CARLO;79;1114;9;upim;"alimentare;non alimentare";;5285;3643
"VIA PITTERI RICCARDO p.r.u. 8.1 pitteri-rubatino num.084; isolato:134; accesso: accesso esterno; (z.d. 3)";;;;;;esselunga;"alimentare;non alimentare";;6050;3800
"VIA QUARENGHI GIACOMO N. 23 ; isolato:300; accesso: accesso interno; (z.d. 8)";VIA ;QUARENGHI GIACOMO;23;7478;8;ipercoop;"alimentare;non alimentare";;3990;3990
"VIA NOVARA N. 15 ; isolato:105; accesso: accesso esterno; (z.d. 7)";VIA ;NOVARA;15;6624;7;sma;"alimentare;non alimentare";;6042;4009
"PLE LODI N. 3 viale umbria ang. v.p.colletta; accesso: accesso interno; (z.d. 4)";PLE ;LODI;3;4249;4;ipercoop;"Alimentare;Non Alimentare";;4125;4125
"VIA ORNATO LUIGI ang. via del regno italico num.000; (z.d. 9)";;;;;;;"alimentare;non alimentare";;5474;4280
VIA LORENTEGGIO N. 219 (z.d. 6);VIA ;LORENTEGGIO;219;5132;6;;"alimentare;non alimentare";;7997;4300
"VIA ADRIANO PUBLIO ELIO pii.marelli-cascina s.giuseppe num.000; (z.d. 7)";;;;;;;"alimentare;non alimentare";;6500;4413
"VIA LORENTEGGIO N. 219 giordani 7 (pru 3.6); accesso: accesso esterno; (z.d. 6)";VIA ;LORENTEGGIO;219;5132;6;esselunga centro commerci;"alimentare;Non Alimentare";;7997;4500
"VIA DE ANGELI CARLO N. 1 ex v. pompeo leoni 18 pru 1.1; accesso: accesso interno; (z.d. 5)";VIA ;DE ANGELI CARLO;1;4326;5;esselunga;"alimentare;non alimentare";;6269;4649
"VIA DELLA PALLA N. 2 ;via torino 047; isolato:427; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA PALLA;2;586;1;fnac e standa superfresco;"alimentare;non alimentare";;4720;4720
"VIA DE ANGELI CARLO N. 1 ex v. pompeo leoni 18 pru 1.1; accesso: accesso interno; (z.d. 5)";VIA ;DE ANGELI CARLO;1;4326;5;licenza madre ce de angel;"alimentare;non alimentare";;8985;4900
VIA PALIZZI FILIPPO N. 69 (z.d. 8);VIA ;PALIZZI FILIPPO;69;7451;8;esselunga;"alimentare;non alimentare";;6913;5040
"VIA PALAZZOLO DON LUIGI N. 20 area ex portello; isolato:249; accesso: accesso esterno; (z.d. 8)";VIA ;PALAZZOLO DON LUIGI;20;7522;8;iper portello;"alimentare;non alimentare";;6500;5403
"VIA BICOCCA DEGLI ARCIMBOLDI zona speciale z4-bicocca num.000; accesso: accesso esterno; (z.d. 9)";VIA ;BICOCCA DEGLI ARCIMBOLDI;;1728;9;;"alimentare;non alimentare";;9796;5500
"VIA GOZZOLI BENOZZO N. 130 centro commerciale iper coop; accesso: accesso esterno; (z.d. 7)";VIA ;GOZZOLI BENOZZO;130;6789;7;ipercoop;"alimentare;non alimentare";;8000;5660
"VIA PALIZZI FILIPPO N. 69 ; accesso: accesso esterno; (z.d. 8)";VIA ;PALIZZI FILIPPO;69;7451;8;licenza madre ce palizzi;"alimentare;non alimentare";;10000;5960
"VIA GOZZOLI BENOZZO N. 130 lic. unitaria c.c. la torre; (z.d. 7)";VIA ;GOZZOLI BENOZZO;130;6789;7;;"alimentare;non alimentare";2000;8000;6000
"VLE CERTOSA N. 29 ; isolato:330; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;29;7174;8;la rinascente s.p.a.;"alimentare;non alimentare";;10020;6350
"PZA CINQUE GIORNATE num.001/a; isolato:032; accesso: accesso esterno;";;;;;;coin;"alimentare;non alimentare";;13202;6538
"VIA PADOVA ang. v. olgettina num.000; isolato:176; accesso: accesso esterno; ()";;;;;;;"alimentare;non alimentare";;10000;7000
"VIA ROGOREDO (in cassaforte) num.000; (z.d. 4)";VIA ;ROGOREDO;;4373;4;;;;15930;15930
"VIA SANTA RADEGONDA N. 3 11 piani (10 f.t. e 1 int.);via santa radegonda 003; isolato:417; accesso: accesso esterno; (z.d. 1)";VIA ;SANTA RADEGONDA;3;208;1;la rinascente s.p.a.;;;20340;20340
"VIA BONFADINI ROMUALDO localita' morsenchio num.000; ()";VIA ;BONFADINI ROMUALDO;;3341;4;;;;43000;24600
"VIA DAIMLER GOTTLIEB WILHELM area cascina merlata num.000; ()";VIA ;DAIMLER GOTTLIEB WILHELM;;7587;8;;"alimentare;non alimentare";;44582;33000
"VIA DAIMLER GOTTLIEB WILHELM area cascina merlata num.000; ()";VIA ;DAIMLER GOTTLIEB WILHELM;;7587;8;;"alimentare;non alimentare";;44582;33000
