Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;superficie_altri_usi;superficie_lavorativa;tipo_eser_pa;;;;;;;
"VIA SOPERGA N. 52 ; (z.d. 2)";VIA ;SOPERGA;52;2262;2;2;14;Parrucchiere per uomo;;;;;;;
"VIA SAULI SANT' ALESSANDRO N. 9 ; (z.d. 2)";VIA ;SAULI SANT' ALESSANDRO;9;2273;2;3;25;Parrucchiere per signora;;;;;;;
"VIA SAN MAMETE N. 15 ; (z.d. 2)";VIA ;SAN MAMETE;15;2413;2;;34;Parrucchiere per signora;;;;;;;
"VIA SAN MAMETE N. 15 ; (z.d. 2)";VIA ;SAN MAMETE;15;2413;2;21;22;Parrucchiere per uomo;;;;;;;
"VIA SAN MAMETE N. 3 ; (z.d. 2)";VIA ;SAN MAMETE;3;2413;2;4;25;Parrucchiere per uomo;;;;;;;
"VIA SANT' ELEMBARDO N. 1 ; (z.d. 2)";VIA ;SANT' ERLEMBALDO;1;2356;2;;28;"Parrucchiere per uomo;TIPO A ESTETICA MANUALE";;;;;;;
"VIA RUSSO VINCENZO N. 8 ; (z.d. 2)";VIA ;RUSSO VINCENZO;8;2328;2;;38;Parrucchiere per signora;;;;;;;
"VIA RUCELLAI BERNARDO N. 12 ; (z.d. 2)";VIA ;RUCELLAI BERNARDO;12;2345;2;;24;Parrucchiere per signora;;;;;;;
"VIA ROVETTA GEROLAMO N. 19 ; (z.d. 2)";VIA ;ROVETTA GEROLAMO;19;2333;2;6;18;Parrucchiere per uomo;;;;;;;
"VIA ROVERETO N. 12 ; (z.d. 2)";VIA ;ROVERETO;12;2300;2;;31;Parrucchiere per signora;;;;;;;
"VIA ROVERETO N. 11 ; (z.d. 2)";VIA ;ROVERETO;11;2300;2;;36;Parrucchiere per uomo;;;;;;;
"VIA POPOLI UNITI N. 15 ; (z.d. 2)";VIA ;POPOLI UNITI;15;2293;2;;36;Parrucchiere per signora;;;;;;;
"VIA PONTE NUOVO N. 48 ; (z.d. 2)";VIA ;PONTE NUOVO;48;2494;2;;;Parrucchiere per signora;;;;;;;
"VIA PIRANO N. 4 ; (z.d. 2)";VIA ;PIRANO;4;2483;2;;65;Acconciatore;;;;;;;
"VIA PIERI MARIO N. 2 ; (z.d. 2)";VIA ;PIERI MARIO;2;2513;2;5;24;Parrucchiere per uomo;;;;;;;
"VIA PETROCCHI POLICARPO N. 21 ; (z.d. 2)";VIA ;PETROCCHI POLICARPO;21;2320;2;;18;Acconciatore;;;;;;;
"VIA PETROCCHI POLICARPO N. 21 ; (z.d. 2)";VIA ;PETROCCHI POLICARPO;21;2320;2;4;33;"Parrucchiere per uomo;Manicure;Pedicure estetico";;;;;;;
"VIA PELITTI GIUSEPPE N. 2 ; (z.d. 2)";VIA ;PELITTI GIUSEPPE;2;2412;2;3;30;Parrucchiere per signora;;;;;;;
"VIA PADOVA N. 288 ; (z.d. 2)";VIA ;PADOVA;288;2275;2;;;Parrucchiere per signora;;;;;;;
"VIA PADOVA N. 255 ; (z.d. 2)";VIA ;PADOVA;255;2275;2;;;ACCONCIATORE;;;;;;;
"VIA PADOVA N. 235 ; (z.d. 2)";VIA ;PADOVA;235;2275;2;;40;Parrucchiere per signora;;;;;;;
"VIA PADOVA N. 213 ; (z.d. 2)";VIA ;PADOVA;213;2275;2;;31;ACCONCIATORE;;;;;;;
"VIA PADOVA N. 182 ; (z.d. 2)";VIA ;PADOVA;182;2275;2;;27;Parrucchiere per signora;;;;;;;
"VIA PADOVA N. 186 ; (z.d. 2)";VIA ;PADOVA;186;2275;2;;49;Parrucchiere per signora;;;;;;;
"VIA PADOVA N. 178 ; (z.d. 2)";VIA ;PADOVA;178;2275;2;3;30;"Parrucchiere per uomo;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA CRESCENZAGO N. 36 (z.d. 3);VIA ;CRESCENZAGO;36;2396;3;2;45;ACCONCIATORE;;;;;;;
"VIA PADOVA N. 167 ; (z.d. 2)";VIA ;PADOVA;167;2275;2;;15;Parrucchiere per uomo;;;;;;;
"VIA BENGASI N. 2 ingr.via padova; (z.d. 1)";VIA ;BENGASI;2;2375;2;12;20;Acconciatore;;;;;;;
"VIA PADOVA N. 147 ; (z.d. 2)";VIA ;PADOVA;147;2275;2;;20;ACCONCIATORE;;;;;;;
"VIA PADOVA N. 142 ; (z.d. 2)";VIA ;PADOVA;142;2275;2;;24;Parrucchiere per signora;;;;;;;
"VIA PADOVA N. 95 ; (z.d. 2)";VIA ;PADOVA;95;2275;2;3;28;Parrucchiere per uomo;;;;;;;
"VIA PADOVA N. 77 ; (z.d. 2)";VIA ;PADOVA;77;2275;2;;24;ACCONCIATORE;;;;;;;
"VIA PADOVA N. 60 ; (z.d. 2)";VIA ;PADOVA;60;2275;2;1;16;ACCONCIATORE;;;;;;;
"VIA PADOVA N. 40 ; (z.d. 2)";VIA ;PADOVA;40;2275;2;3;52;Parrucchiere per signora;;;;;;;
"VIA PADOVA N. 12 ; (z.d. 2)";VIA ;PADOVA;12;2275;2;;23;ACCONCIATORE;;;;;;;
"VIA OXILIA NINO N. 11 ; (z.d. 2)";VIA ;OXILIA NINO;11;2287;2;;24;TIPO A ESTETICA MANUALE;;;;;;;
"VLE ORIONE DON LUIGI N. 21 ; (z.d. 2)";VLE ;ORIONE DON LUIGI;21;2378;2;3;45;Parrucchiere per signora;;;;;;;
"PZA MORBEGNO N. 5 ; (z.d. 2)";PZA ;MORBEGNO;5;2289;2;;22;Parrucchiere per uomo;;;;;;;
"VLE MONZA num.353; (z.d. 2)";;;;;;4;10;Parrucchiere per signora;;;;;;;
"VLE MONZA num.345a; (z.d. 2)";;;;;;2;31;Parrucchiere per signora;;;;;;;
"VLE MONZA N. 325 ; (z.d. 2)";VLE ;MONZA;325;2274;2;3;22;Parrucchiere per signora;;;;;;;
"VLE MONZA N. 325 ; (z.d. 2)";VLE ;MONZA;325;2274;2;3;20;Parrucchiere per uomo;;;;;;;
"VLE MONZA N. 309 ; (z.d. 2)";VLE ;MONZA;309;2274;2;;;Parrucchiere per signora;;;;;;;
"VLE MONZA N. 249 ; (z.d. 2)";VLE ;MONZA;249;2274;2;;55;ACCONCIATORE;;;;;;;
"VLE MONZA N. 233 ; (z.d. 2)";VLE ;MONZA;233;2274;2;;;ACCONCIATORE;;;;;;;
"VLE MONZA num.1773; (z.d. 2)";;;;;;;25;Parrucchiere per signora;;;;;;;
"VLE MONZA N. 173 ; (z.d. 2)";VLE ;MONZA;173;2274;2;;;Parrucchiere per uomo;;;;;;;
"VLE MONZA N. 154 ; (z.d. 2)";VLE ;MONZA;154;2274;2;12;18;Parrucchiere per uomo;;;;;;;
"VLE MONZA N. 116 ; (z.d. 2)";VLE ;MONZA;116;2274;2;;54;"Estetista;Parrucchiere per signora";;;;;;;
"VLE MONZA N. 114 ; (z.d. 2)";VLE ;MONZA;114;2274;2;;;Parrucchiere per uomo;;;;;;;
"VLE MONZA N. 102 ; (z.d. 2)";VLE ;MONZA;102;2274;2;;18;Parrucchiere per signora;;;;;;;
"VLE MONZA N. 78 ; (z.d. 2)";VLE ;MONZA;78;2274;2;;20;Parrucchiere per uomo;;;;;;;
"VLE MONZA N. 78 ; (z.d. 2)";VLE ;MONZA;78;2274;2;;16;Parrucchiere per signora;;;;;;;
"VLE MONZA N. 55 ; (z.d. 2)";VLE ;MONZA;55;2274;2;;71;Parrucchiere per signora;;;;;;;
"VLE MONZA N. 38 ; (z.d. 2)";VLE ;MONZA;38;2274;2;;86;"Acconciatore;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VLE MONZA N. 16 ; (z.d. 2)";VLE ;MONZA;16;2274;2;;522;"Parrucchiere per uomo;Parrucchiere per signora;TIPO A-B-C-D";;;;;;;
"VLE MONZA N. 9 ; (z.d. 2)";VLE ;MONZA;9;2274;2;4;36;Parrucchiere per signora;;;;;;;
"VIA MONTE SAN GABRIELE N. 10 ; (z.d. 2)";VIA ;MONTE SAN GABRIELE;10;2481;2;;15;Parrucchiere per signora;;;;;;;
"VIA MONDOVI' N. 4 ; (z.d. 2)";VIA ;MONDOVI';4;2515;2;10;23;Parrucchiere per uomo;;;;;;;
"VIA MONDOVI' N. 4 ; (z.d. 2)";VIA ;MONDOVI';4;2515;2;;21;Parrucchiere per signora;;;;;;;
"VIA MARTIRI OSCURI N. 3 ; (z.d. 2)";VIA ;MARTIRI OSCURI;3;2291;2;;21;Parrucchiere per signora;;;;;;;
"VIA MAROCCO PIETRO N. 17 ; (z.d. 2)";VIA ;MAROCCO PIETRO;17;2265;2;;19;Parrucchiere per signora;;;;;;;
"VIA MAROCCO PIETRO N. 10 ; (z.d. 2)";VIA ;MAROCCO PIETRO;10;2265;2;;35;Parrucchiere per signora;;;;;;;
"VIA MARINETTI FILIPPO TOMMASO N. 2 ; (z.d. 2)";VIA ;MARINETTI FILIPPO TOMMASO;2;2223;2;;29;Parrucchiere per signora;;;;;;;
"VIA LUTERO MARTINO N. 4 ; (z.d. 2)";VIA ;LUTERO MARTINO;4;2613;2;4;17;Parrucchiere per signora;;;;;;;
"VIA F.LLI LUMIERE N. 2 ; (z.d. 2)";VIA ;F.LLI LUMIERE;2;2308;2;12;22;Parrucchiere per signora;;;;;;;
"VIA LISCATE N. 2 ; (z.d. 2)";VIA ;LISCATE;2;2595;2;;29;Parrucchiere per signora;;;;;;;
"VIA GOLFO DEGLI ARANCI N. 15 ; (z.d. 2)";VIA ;GOLFO DEGLI ARANCI;15;2463;2;3;31;"Parrucchiere per uomo;Parrucchiere per signora;Parrucchiere misto";;;;;;;
"VIA GIUBA N. 28 ; (z.d. 2)";VIA ;GIUBA;28;2387;2;;28;Parrucchiere per signora;;;;;;;
"VIA GIACOSA GIUSEPPE N. 50 ; (z.d. 2)";VIA ;GIACOSA GIUSEPPE;50;2310;2;;16;Parrucchiere per signora;;;;;;;
"VIA GALENO CLAUDIO N. 6 ; (z.d. 2)";VIA ;GALENO CLAUDIO;6;2447;2;2;30;Parrucchiere per signora;;;;;;;
"VIA FRACASTORO GIROLAMO N. 1 ; (z.d. 2)";VIA ;FRACASTORO GIROLAMO;1;2471;2;;20;Parrucchiere per signora;;;;;;;
"VIA FONSECA PIMENTEL ELEONORA N. 18 ; (z.d. 2)";VIA ;FONSECA PIMENTEL ELEONORA;18;2325;2;13;24;Parrucchiere per signora;;;;;;;
"VIA ESTERLE CARLO N. 29 ; (z.d. 2)";VIA ;ESTERLE CARLO;29;2368;2;;26;Parrucchiere per signora;;;;;;;
"VIA DERNA N. 13 ; (z.d. 2)";VIA ;DERNA;13;2376;2;;52;"Estetista;Parrucchiere per signora";;;;;;;
"VIA DERNA N. 1 ; (z.d. 2)";VIA ;DERNA;1;2376;2;;37;Parrucchiere per signora;;;;;;;
"VIA DELLA TORRE N. 9 ; (z.d. 2)";VIA ;DELLA TORRE;9;2322;2;;26;Parrucchiere per signora;;;;;;;
"VIA DAL POZZO TOSCANELLI PAOLO N. 1 ; (z.d. 2)";VIA ;DAL POZZO TOSCANELLI PAOLO;1;2516;2;10;18;Parrucchiere per uomo;;;;;;;
"VIA CRESPI PIETRO N. 13 ; (z.d. 2)";VIA ;CRESPI PIETRO;13;2296;2;15;17;ACCONCIATORE;;;;;;;
"VIA CHIOGGIA N. 1 ; (z.d. 2)";VIA ;CHIOGGIA;1;2317;2;;27;Parrucchiere per signora;;;;;;;
"VIA CAVALCANTI GUIDO N. 1 ; (z.d. 2)";VIA ;CAVALCANTI GUIDO;1;2286;2;;53;Parrucchiere per signora;;;;;;;
"VLE BRIANZA N. 23 ; (z.d. 2)";VLE ;BRIANZA;23;2263;2;7;36;Parrucchiere per signora;;;;;;;
"VLE BRIANZA N. 22 ; (z.d. 2)";VLE ;BRIANZA;22;2263;2;6;17;Parrucchiere per uomo;;;;;;;
"VLE BRIANZA N. 15 ; (z.d. 3)";VLE ;BRIANZA;15;2263;3;;35;"Parrucchiere per signora;TIPO A ESTETICA MANUALE;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA BOLZANO N. 6 ; (z.d. 2)";VIA ;BOLZANO;6;2312;2;10;20;ACCONCIATORE;;;;;;;
"VIA BOIARDO MATTEO MARIA N. 22 ; (z.d. 2)";VIA ;BOIARDO MATTEO MARIA;22;2323;2;;29;ACCONCIATORE;;;;;;;
"VIA BIUMI PAOLO GEROLAMO N. 18 ; (z.d. 2)";VIA ;BIUMI PAOLO GEROLAMO;18;2465;2;5;28;ACCONCIATORE;;;;;;;
"VIA BERTELLI LUIGI N. 2A num.002a; (z.d. 2)";VIA ;BERTELLI LUIGI;2A;2358;2;;30;Parrucchiere per signora;;;;;;;
"VIA ASTICO N. 18 ; (z.d. 2)";VIA ;ASTICO;18;2462;2;;32;Estetista;;;;;;;
"VIA ASIAGO N. 116 ; (z.d. 2)";VIA ;ASIAGO;116;2459;2;;29;Parrucchiere per signora;;;;;;;
"VIA ARQUA' N. 14 ; (z.d. 2)";VIA ;ARQUA';14;2366;2;8;16;Parrucchiere per signora;;;;;;;
"VIA ARISTOTELE N. 67 ; (z.d. 2)";VIA ;ARISTOTELE;67;2488;2;2;43;Parrucchiere per signora;;;;;;;
"VIA ARISTOTELE N. 15 ; (z.d. 2)";VIA ;ARISTOTELE;15;2488;2;;18;Parrucchiere per signora;;;;;;;
"VIA ARICI CESARE N. 1 ; (z.d. 2)";VIA ;ARICI CESARE;1;2464;2;5;18;Parrucchiere per uomo;;;;;;;
"VIA ANACREONTE N. 1 p.r.; (z.d. 2)";VIA ;ANACREONTE;1;2372;2;;50;"Parrucchiere per signora;TIPO A ESTETICA MANUALE;TIPO C TRATT.ESTETICI DIMAGRIM;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA BARI N. 2 ; (z.d. 6)";VIA ;BARI;2;5218;6;;25;Parrucchiere per signora;;;;;;;
"VIA BARI N. 2 ; (z.d. 6)";VIA ;BARI;2;5218;6;;20;Parrucchiere per uomo;;;;;;;
"VIA BARI num.011e; (z.d. 6)";VIA ;BARI;;5218;6;14;28;Parrucchiere per signora;;;;;;;
"VIA BIELLA N. 24 ; (z.d. 6)";VIA ;BIELLA;24;5305;6;2;15;Parrucchiere per uomo;;;;;;;
"VIA BINDA AMBROGIO N. 5 ; (z.d. 6)";VIA ;BINDA AMBROGIO;5;5298;6;3;35;Parrucchiere per signora;;;;;;;
"VIA BINDA AMBROGIO N. 9 ; (z.d. 6)";VIA ;BINDA AMBROGIO;9;5298;6;5;15;Parrucchiere per uomo;;;;;;;
"VIA DE PRETIS AGOSTINO N. 5 ; (z.d. 6)";VIA ;DE PRETIS AGOSTINO;5;5431;6;6;44;Parrucchiere per signora;;;;;;;
"VIA CASCINA BIANCA N. 16 ; (z.d. 6)";VIA ;CASCINA BIANCA;16;5454;6;3;43;Parrucchiere per signora;;;;;;;
"VLE FAENZA N. 25 ; (z.d. 6)";VLE ;FAENZA;25;5350;6;8;36;Parrucchiere per signora;;;;;;;
"VLE FAMAGOSTA N. 2 ; (z.d. 6)";VLE ;FAMAGOSTA;2;5353;6;;34;Parrucchiere misto;;;;;;;
"VLE FAMAGOSTA N. 25 ; (z.d. 6)";VLE ;FAMAGOSTA;25;5353;6;2;15;"TIPO A ESTETICA MANUALE;TIPO C TRATT.ESTETICI DIMAGRIM";;;;;;;
"VIA GUINTELLINO GUGLIELMO N. 13 ; (z.d. 6)";VIA ;GUINTELLINO GUGLIELMO;13;5369;6;6;22;Parrucchiere per signora;;;;;;;
"VIA IMPERIA N. 11 ; (z.d. 5)";VIA ;IMPERIA;11;5266;5;;17;Parrucchiere per signora;;;;;;;
"VIA DELLA FERRERA N. 18 num.018; (z.d. 6)";VIA ;DELLA FERRERA;18;5451;6;;34;ACCONCIATORE;;;;;;;
"VIA LODOVICO IL MORO N. 149 ; (z.d. 6)";VIA ;LODOVICO IL MORO;149;5290;6;;30;Parrucchiere per signora;;;;;;;
"VIA LODOVICO IL MORO N. 169 ; (z.d. 6)";VIA ;LODOVICO IL MORO;169;5290;6;1;28;Parrucchiere per signora;;;;;;;
"PZA MIANI GUGLIELMO N. 2 ; (z.d. 6)";PZA ;MIANI GUGLIELMO;2;5308;6;;;Parrucchiere per uomo;;;;;;;
"VIA OVADA N. 1 ; (z.d. 6)";VIA ;OVADA;1;5352;6;4;23;Parrucchiere per signora;;;;;;;
"VIA PARENZO N. 8 ; (z.d. 6)";VIA ;PARENZO;8;5367;6;16;19;Parrucchiere per uomo;;;;;;;
"VIA PONTI ANDREA N. 1 ; (z.d. 6)";VIA ;PONTI ANDREA;1;5293;6;2;32;Parrucchiere per signora;;;;;;;
"VIA PONTI ETTORE N. 54 ; (z.d. 6)";VIA ;PONTI ETTORE;54;5297;6;;33;Parrucchiere per signora;;;;;;;
"VIA PONTI ETTORE N. 43 ; (z.d. 6)";VIA ;PONTI ETTORE;43;5297;6;;30;Parrucchiere per signora;;;;;;;
"LGO PROMESSI SPOSI N. 7 ; (z.d. 5)";LGO ;PROMESSI SPOSI;7;5415;5;25;25;Parrucchiere per signora;;;;;;;
"VIA RIMINI N. 5 ; (z.d. 5)";VIA ;RIMINI;5;5267;5;;;Parrucchiere per signora;;;;;;;
"VIA SAN PAOLINO N. 18 ; (z.d. 6)";VIA ;SAN PAOLINO;18;5425;6;;;Parrucchiere per signora;;;;;;;
"VIA SANTA RITA DA CASCIA N. 59 ; (z.d. 6)";VIA ;SANTA RITA DA CASCIA;59;5301;6;;;ACCONCIATORE;;;;;;;
"VIA SANTA RITA DA CASCIA N. 74 ; (z.d. 6)";VIA ;SANTA RITA DA CASCIA;74;5301;6;;29;Acconciatore;;;;;;;
"VIA TERAMO N. 31 ; (z.d. 6)";VIA ;TERAMO;31;5365;6;;44;Parrucchiere per signora;;;;;;;
"ALZ NAVIGLIO GRANDE N. 34 ; (z.d. 6)";ALZ ;NAVIGLIO GRANDE;34;5144;6;12;21;Parrucchiere per signora;;;;;;;
"ALZ NAVIGLIO PAVESE N. 52 ; (z.d. 6)";ALZ ;NAVIGLIO PAVESE;52;5161;6;2;12;ACCONCIATORE;;;;;;;
"PZA BAZZI GIOVANNI ANTONIO N. 2 ; (z.d. 6)";PZA ;BAZZI GIOVANNI ANTONIO;2;6102;6;8;16;Pedicure estetico;;;;;;;
"PZA BELFANTI SERAFINO N. 2 ; (z.d. 6)";PZA ;BELFANTI SERAFINO;2;5270;6;16;29;Parrucchiere per signora;;;;;;;
"VIA BOBBIO N. 2 ; (z.d. 6)";VIA ;BOBBIO;2;5107;6;12;13;ACCONCIATORE;;;;;;;
"VIA BORSI GIOSUE' N. 2 ; (z.d. 6)";VIA ;BORSI GIOSUE';2;5237;6;;20;Acconciatore;;;;;;;
"VLE CASSALA N. 1 ; (z.d. 6)";VLE ;CASSALA;1;5275;6;8;16;Parrucchiere per uomo;;;;;;;
"VLE CASSALA N. 45 ; (z.d. 6)";VLE ;CASSALA;45;5275;6;10;20;ACCONCIATORE;;;;;;;
"VIA COLA DI RIENZO N. 2 ; (z.d. 6)";VIA ;COLA DI RIENZO;2;6094;6;2;15;Parrucchiere per uomo;;;;;;;
"VIA COLA DI RIENZO N. 12 al piano rialzato; (z.d. 6)";VIA ;COLA DI RIENZO;12;6094;6;;41;Parrucchiere per signora;;;;;;;
"CSO COLOMBO CRISTOFORO N. 1 ; (z.d. 6)";CSO ;COLOMBO CRISTOFORO;1;5114;6;;120;"ACCONCIATORE;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"CSO COLOMBO CRISTOFORO N. 1 ; (z.d. 6)";CSO ;COLOMBO CRISTOFORO;1;5114;6;6;20;Parrucchiere per uomo;;;;;;;
"CSO COLOMBO CRISTOFORO N. 8 ; (z.d. 6)";CSO ;COLOMBO CRISTOFORO;8;5114;6;;41;ACCONCIATORE;;;;;;;
"VIA CASARSA N. 9 ; (z.d. 9)";VIA ;CASARSA;9;1577;9;;;"TIPO C TRATT.ESTETICI DIMAGRIM;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VLE AFFORI N. 10 ; (z.d. 9)";VLE ;AFFORI;10;1545;9;;31;"Parrucchiere per uomo;Parrucchiere per signora;Parrucchiere misto";;;;;;;
"VIA LITTA MODIGNANI ALESSANDRO per rettifica toponomastica num.099c; (z.d. 9)";;;;;;;29;"Parrucchiere per uomo;Parrucchiere per signora;Parrucchiere misto";;;;;;;
"VIA TEANO N. 2 ; (z.d. 9)";VIA ;TEANO;2;1632;9;2;48;Parrucchiere per signora;;;;;;;
"VIA TEANO N. 36 ; (z.d. 9)";VIA ;TEANO;36;1632;9;1;33;"Parrucchiere per uomo;Parrucchiere per signora;Parrucchiere misto";;;;;;;
"VIA VAL DI BONDO N. 10 ; (z.d. 9)";VIA ;VAL DI BONDO;10;1648;9;;39;"Parrucchiere per uomo;Parrucchiere per signora;Parrucchiere misto";;;;;;;
"VIA MARCHIONNI CARLOTTA N. 3 ; (z.d. 9)";VIA ;MARCHIONNI CARLOTTA;3;1658;9;8;25;Parrucchiere per uomo;;;;;;;
"VIA MARCHIONNI CARLOTTA N. 23 ; (z.d. 9)";VIA ;MARCHIONNI CARLOTTA;23;1658;9;1;14;Parrucchiere per uomo;;;;;;;
"VIA NOVARO MICHELE N. 25 ; (z.d. 9)";VIA ;NOVARO MICHELE;25;1559;9;;33;Parrucchiere per uomo;;;;;;;
"VIA ROSSI PELLEGRINO N. 13 ; (z.d. 9)";VIA ;ROSSI PELLEGRINO;13;1510;9;;40;Parrucchiere per uomo;;;;;;;
"VIA SAND GEORGE N. 1 ; (z.d. 9)";VIA ;SAND GEORGE;1;1554;9;;18;Parrucchiere per uomo;;;;;;;
"VIA TEANO N. 8 ; (z.d. 9)";VIA ;TEANO;8;1632;9;;24;ACCONCIATORE;;;;;;;
"VIA VERGATO N. 1 ; (z.d. 9)";VIA ;VERGATO;1;1555;9;1;38;Parrucchiere per uomo;;;;;;;
"VIA ZANOLI ALESSANDRO N. 10 ; (z.d. 9)";VIA ;ZANOLI ALESSANDRO;10;1548;9;;;Parrucchiere per uomo;;;;;;;
"VIA ANGELONI LUIGI N. 23 ; (z.d. 9)";VIA ;ANGELONI LUIGI;23;1659;9;2;55;Parrucchiere per signora;;;;;;;
"VIA BELLERIO CARLO N. 22 ; (z.d. 9)";VIA ;BELLERIO CARLO;22;1551;9;;20;Parrucchiere per signora;;;;;;;
"VIA GIAMBELLINO N. 130 ; (z.d. 6)";VIA ;GIAMBELLINO;130;5136;6;;42;ACCONCIATORE;;;;;;;
"VIA INGANNI ANGELO N. 2 ; (z.d. 6)";VIA ;INGANNI ANGELO;2;6672;6;;15;Parrucchiere per uomo;;;;;;;
"VIA INGANNI ANGELO N. 7 ; (z.d. 6)";VIA ;INGANNI ANGELO;7;6672;6;;18;Parrucchiere per signora;;;;;;;
"VIA INGANNI ANGELO N. 7 ; (z.d. 6)";VIA ;INGANNI ANGELO;7;6672;6;10;16;ACCONCIATORE;;;;;;;
"VIA INGANNI ANGELO N. 54 ; (z.d. 6)";VIA ;INGANNI ANGELO;54;6672;6;;27;ACCONCIATORE;;;;;;;
"VIA INGANNI ANGELO N. 64 ; (z.d. 6)";VIA ;INGANNI ANGELO;64;6672;6;;;Parrucchiere per signora;;;;;;;
"VIA INGANNI ANGELO N. 77 ; (z.d. 6)";VIA ;INGANNI ANGELO;77;6672;6;4;62;Parrucchiere per signora;;;;;;;
"VIA INGANNI ANGELO N. 83 ; (z.d. 6)";VIA ;INGANNI ANGELO;83;6672;6;7;28;ACCONCIATORE;;;;;;;
"VIA LORENTEGGIO N. 30 ; (z.d. 6)";VIA ;LORENTEGGIO;30;5132;6;3;14;Parrucchiere per uomo;;;;;;;
"VIA LORENTEGGIO N. 38 ; (z.d. 6)";VIA ;LORENTEGGIO;38;5132;6;6;20;Parrucchiere per uomo;;;;;;;
"VIA CARCANO FILIPPO N. 4 ; (z.d. 7)";VIA ;CARCANO FILIPPO;4;6389;7;;69;TIPO A-B-C-D;;;;;;;
"VIA ANSELMO DA BAGGIO N. 10 ; (z.d. 7)";VIA ;ANSELMO DA BAGGIO;10;6782;7;;23;Parrucchiere per signora;;;;;;;
"VIA ANSELMO DA BAGGIO N. 63 ; (z.d. 7)";VIA ;ANSELMO DA BAGGIO;63;6782;7;;33;Parrucchiere per signora;;;;;;;
"VLE ARETUSA N. 30 ; (z.d. 7)";VLE ;ARETUSA;30;6565;7;;;Parrucchiere misto;;;;;;;
"PZA BETTINI LIONELLO N. 5 ; (z.d. 7)";PZA ;BETTINI LIONELLO;5;6653;7;;32;Parrucchiere per signora;;;;;;;
"VIA DELLE BETULLE num.006a; (z.d. 7)";VIA ;DELLE BETULLE;;6828;7;;23;Parrucchiere per uomo;;;;;;;
"VIA DELLE BETULLE num.008b; (z.d. 7)";VIA ;DELLE BETULLE;;6828;7;;40;Parrucchiere per signora;;;;;;;
"VIA CABELLA BARTOLOMEO num.004a; (z.d. 7)";;;;;;;28;"Parrucchiere per signora;TIPO A ESTETICA MANUALE;TIPO D ESTET.APPAR.ELETTROMECC;TIPO C TRATT.ESTETICI DIMAGRIM;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA CABELLA BARTOLOMEO num.009a; (z.d. 7)";;;;;;;40;Parrucchiere per signora;;;;;;;
"VIA CABELLA BARTOLOMEO N. 21 ; (z.d. 7)";VIA ;CABELLA BARTOLOMEO;21;6778;7;16;24;ACCONCIATORE;;;;;;;
"VIA CABELLA BARTOLOMEO N. 56 ; (z.d. 7)";VIA ;CABELLA BARTOLOMEO;56;6778;7;4;48;"Parrucchiere per uomo;Parrucchiere per signora;Parrucchiere misto";;;;;;;
"VIA CALDERA num.111a; (z.d. 7)";;;;;;;;Parrucchiere per signora;;;;;;;
"VIA CAMOZZI GABRIELE N. 1 ; (z.d. 7)";VIA ;CAMOZZI GABRIELE;1;6769;7;;18;Parrucchiere per uomo;;;;;;;
"VIA CARLONE CARLO ANTONIO N. 4 ; (z.d. 6)";VIA ;CARLONE CARLO ANTONIO;4;6846;6;;;Parrucchiere per signora;;;;;;;
"VIA CASCINA BAROCCO N. 9 ; (z.d. 7)";VIA ;CASCINA BAROCCO;9;6695;7;32;48;Parrucchiere per signora;;;;;;;
"VIA ARICI CESARE N. 3 ; (z.d. 2)";VIA ;ARICI CESARE;3;2464;2;;15;Parrucchiere per signora;;;;;;;
"VIA CAVALERI LUDOVICO N. 1 ; (z.d. 6)";VIA ;CAVALERI LUDOVICO;1;6845;6;11;17;Parrucchiere per uomo;;;;;;;
"VIA CHINOTTO EDOARDO N. 32 ; (z.d. 7)";VIA ;CHINOTTO EDOARDO;32;6631;7;;;Parrucchiere per signora;;;;;;;
"VIA CUSAGO N. 5 ; (z.d. 7)";VIA ;CUSAGO;5;6785;7;;34;"Parrucchiere per signora;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA DIOTTI BENEDETTO N. 59 ; (z.d. 7)";VIA ;DIOTTI BENEDETTO;59;6753;7;4;12;Parrucchiere per signora;;;;;;;
"VIA DUE GIUGNO num.006; (z.d. 7)";VIA ;DUE GIUGNO;;6787;7;;13;Parrucchiere per uomo;;;;;;;
"VIA DELLE FORZE ARMATE N. 196 ; (z.d. 7)";VIA ;DELLE FORZE ARMATE;196;6643;7;;12;Parrucchiere per uomo;;;;;;;
"VIA DELLE FORZE ARMATE N. 232 ; (z.d. 7)";VIA ;DELLE FORZE ARMATE;232;6643;7;;36;Acconciatore;;;;;;;
"VIA DELLE FORZE ARMATE N. 234 ; (z.d. 7)";VIA ;DELLE FORZE ARMATE;234;6643;7;;;Pedicure estetico;;;;;;;
